
                  X              E33_3D5N5F        E33_3D10N5F        E33_3D15N5F        E33_3D20N5F        E33_3D25N5F        E33_3D30N5F        E33_3D35N5F        E33_3D40N5F   
              119.152             26.3056E-06        52.6113E-06        78.9169E-06       105.223E-06        131.528E-06        157.834E-06        184.139E-06        210.445E-06  
              119.739             26.3939E-06        52.7877E-06        79.1816E-06       105.575E-06        131.969E-06        158.363E-06        184.757E-06        211.151E-06  
              120.326             26.4879E-06        52.9757E-06        79.4636E-06       105.951E-06        132.439E-06        158.927E-06        185.415E-06        211.903E-06  
              120.913             26.568E-06         53.1359E-06        79.7039E-06       106.272E-06        132.84E-06         159.408E-06        185.976E-06        212.544E-06  
              121.5               26.6568E-06        53.3136E-06        79.9705E-06       106.627E-06        133.284E-06        159.941E-06        186.598E-06        213.255E-06  
              122.087             26.7279E-06        53.4557E-06        80.1836E-06       106.911E-06        133.639E-06        160.367E-06        187.095E-06        213.823E-06  
              122.674             26.8119E-06        53.6238E-06        80.4357E-06       107.248E-06        134.06E-06         160.871E-06        187.683E-06        214.495E-06  
              123.261             26.8736E-06        53.7472E-06        80.6208E-06       107.494E-06        134.368E-06        161.242E-06        188.115E-06        214.989E-06  
              123.848             26.9538E-06        53.9075E-06        80.8613E-06       107.815E-06        134.769E-06        161.723E-06        188.676E-06        215.63E-06   
              124.435             27.0072E-06        54.0144E-06        81.0216E-06       108.029E-06        135.036E-06        162.043E-06        189.05E-06         216.058E-06  
              125.022             27.0855E-06        54.171E-06         81.2565E-06       108.342E-06        135.427E-06        162.513E-06        189.598E-06        216.684E-06  
              125.609             27.1344E-06        54.2688E-06        81.4031E-06       108.538E-06        135.672E-06        162.806E-06        189.941E-06        217.075E-06  
              126.196             27.2146E-06        54.4292E-06        81.6438E-06       108.858E-06        136.073E-06        163.288E-06        190.502E-06        217.717E-06  
              126.783             27.2675E-06        54.535E-06         81.8025E-06       109.07E-06         136.338E-06        163.605E-06        190.873E-06        218.14E-06   
              127.37              27.3562E-06        54.7124E-06        82.0686E-06       109.425E-06        136.781E-06        164.137E-06        191.493E-06        218.849E-06  
              127.957             27.4297E-06        54.8594E-06        82.2891E-06       109.719E-06        137.148E-06        164.578E-06        192.008E-06        219.438E-06  
              128.543             27.5379E-06        55.0757E-06        82.6135E-06       110.151E-06        137.689E-06        165.227E-06        192.765E-06        220.303E-06  
              129.13              27.6606E-06        55.3212E-06        82.9817E-06       110.642E-06        138.303E-06        165.963E-06        193.624E-06        221.285E-06  
              129.717             27.8061E-06        55.6122E-06        83.4183E-06       111.224E-06        139.03E-06         166.837E-06        194.643E-06        222.449E-06  
              130.304             28.0249E-06        56.0498E-06        84.0748E-06       112.1E-06          140.125E-06        168.15E-06         196.174E-06        224.199E-06  
              130.891             28.2385E-06        56.4771E-06        84.7157E-06       112.954E-06        141.193E-06        169.431E-06        197.67E-06         225.908E-06  
              131.478             28.6417E-06        57.2834E-06        85.9251E-06       114.567E-06        143.208E-06        171.85E-06         200.492E-06        229.134E-06  
              132.065             29.001E-06         58.0019E-06        87.0029E-06       116.004E-06        145.005E-06        174.006E-06        203.007E-06        232.008E-06  
              132.652             29.7861E-06        59.5723E-06        89.3584E-06       119.145E-06        148.931E-06        178.717E-06        208.503E-06        238.289E-06  
              133.239             30.4935E-06        60.987E-06         91.4805E-06       121.974E-06        152.468E-06        182.961E-06        213.455E-06        243.948E-06  
              133.826             31.378E-06         62.7561E-06        94.1341E-06       125.512E-06        156.89E-06         188.268E-06        219.646E-06        251.024E-06  
              134.413             32.1633E-06        64.3265E-06        96.4898E-06       128.653E-06        160.816E-06        192.98E-06         225.143E-06        257.306E-06  
              135.                32.2049E-06        64.4099E-06        96.6148E-06       128.82E-06         161.025E-06        193.23E-06         225.435E-06        257.639E-06  
              135.588             32.1396E-06        64.2792E-06        96.4188E-06       128.558E-06        160.698E-06        192.838E-06        224.977E-06        257.117E-06  
              136.176             31.3293E-06        62.6587E-06        93.988E-06        125.317E-06        156.647E-06        187.976E-06        219.305E-06        250.635E-06  
              136.765             30.424E-06         60.8479E-06        91.2719E-06       121.696E-06        152.12E-06         182.544E-06        212.968E-06        243.392E-06  
              137.353             29.6935E-06        59.387E-06         89.0805E-06       118.774E-06        148.467E-06        178.161E-06        207.854E-06        237.548E-06  
              137.941             28.8897E-06        57.7795E-06        86.6693E-06       115.559E-06        144.449E-06        173.339E-06        202.228E-06        231.118E-06  
              138.529             28.5105E-06        57.0209E-06        85.5314E-06       114.042E-06        142.552E-06        171.063E-06        199.573E-06        228.084E-06  
              139.118             28.0875E-06        56.1749E-06        84.2624E-06       112.35E-06         140.437E-06        168.525E-06        196.612E-06        224.7E-06    
              139.706             27.8536E-06        55.7072E-06        83.5608E-06       111.414E-06        139.268E-06        167.122E-06        194.975E-06        222.829E-06  
              140.294             27.6141E-06        55.2281E-06        82.8422E-06       110.456E-06        138.07E-06         165.684E-06        193.298E-06        220.913E-06  
              140.882             27.448E-06         54.8961E-06        82.3441E-06       109.792E-06        137.24E-06         164.688E-06        192.136E-06        219.584E-06  
              141.471             27.3042E-06        54.6084E-06        81.9125E-06       109.217E-06        136.521E-06        163.825E-06        191.129E-06        218.433E-06  
              142.059             27.1752E-06        54.3504E-06        81.5256E-06       108.701E-06        135.876E-06        163.051E-06        190.226E-06        217.402E-06  
              142.647             27.0803E-06        54.1607E-06        81.241E-06        108.321E-06        135.402E-06        162.482E-06        189.562E-06        216.643E-06  
              143.235             26.9706E-06        53.9411E-06        80.9117E-06       107.882E-06        134.853E-06        161.823E-06        188.794E-06        215.765E-06  
              143.824             26.8961E-06        53.7923E-06        80.6884E-06       107.585E-06        134.481E-06        161.377E-06        188.273E-06        215.169E-06  
              144.412             26.7946E-06        53.5892E-06        80.3838E-06       107.178E-06        133.973E-06        160.768E-06        187.562E-06        214.357E-06  
              145.                26.7241E-06        53.4482E-06        80.1724E-06       106.896E-06        133.621E-06        160.345E-06        187.069E-06        213.793E-06  
              145.588             26.6243E-06        53.2486E-06        79.873E-06        106.497E-06        133.122E-06        159.746E-06        186.37E-06         212.995E-06  
              146.176             26.5493E-06        53.0985E-06        79.6478E-06       106.197E-06        132.746E-06        159.296E-06        185.845E-06        212.394E-06  
              146.765             26.4475E-06        52.895E-06         79.3426E-06       105.79E-06         132.238E-06        158.685E-06        185.133E-06        211.58E-06   
              147.353             26.3642E-06        52.7283E-06        79.0925E-06       105.457E-06        131.821E-06        158.185E-06        184.549E-06        210.913E-06  
              147.941             26.2585E-06        52.5169E-06        78.7754E-06       105.034E-06        131.292E-06        157.551E-06        183.809E-06        210.068E-06  
              148.529             26.1658E-06        52.3315E-06        78.4973E-06       104.663E-06        130.829E-06        156.995E-06        183.16E-06         209.326E-06  
              149.118             26.0552E-06        52.1104E-06        78.1656E-06       104.221E-06        130.276E-06        156.331E-06        182.386E-06        208.442E-06  
              149.706             25.9534E-06        51.9069E-06        77.8603E-06       103.814E-06        129.767E-06        155.721E-06        181.674E-06        207.628E-06  
              150.294             25.8378E-06        51.6756E-06        77.5133E-06       103.351E-06        129.189E-06        155.027E-06        180.864E-06        206.702E-06  
              150.882             25.7279E-06        51.4558E-06        77.1836E-06       102.912E-06        128.639E-06        154.367E-06        180.095E-06        205.823E-06  
              151.471             25.6072E-06        51.2144E-06        76.8217E-06       102.429E-06        128.036E-06        153.643E-06        179.251E-06        204.858E-06  
              152.059             25.4903E-06        50.9805E-06        76.4708E-06       101.961E-06        127.451E-06        152.942E-06        178.432E-06        203.922E-06  
              152.647             25.365E-06         50.7299E-06        76.0949E-06       101.46E-06         126.825E-06        152.19E-06         177.555E-06        202.92E-06   
              153.235             25.242E-06         50.4841E-06        75.7261E-06       100.968E-06        126.21E-06         151.452E-06        176.694E-06        201.936E-06  
              153.824             25.1126E-06        50.2251E-06        75.3377E-06       100.45E-06         125.563E-06        150.675E-06        175.788E-06        200.9E-06    
              154.412             24.9846E-06        49.9692E-06        74.9538E-06        99.9384E-06       124.923E-06        149.908E-06        174.892E-06        199.877E-06  
              155.                24.8515E-06        49.7029E-06        74.5544E-06        99.4058E-06       124.257E-06        149.109E-06        173.96E-06         198.812E-06  
              155.588             24.7193E-06        49.4386E-06        74.1579E-06        98.8772E-06       123.597E-06        148.316E-06        173.035E-06        197.754E-06  
              156.176             24.583E-06         49.166E-06         73.749E-06         98.332E-06        122.915E-06        147.498E-06        172.081E-06        196.664E-06  
              156.765             24.4474E-06        48.8947E-06        73.3421E-06        97.7894E-06       122.237E-06        146.684E-06        171.131E-06        195.579E-06  
              157.353             24.3084E-06        48.6167E-06        72.9251E-06        97.2334E-06       121.542E-06        145.85E-06         170.158E-06        194.467E-06  
              157.941             24.1698E-06        48.3396E-06        72.5094E-06        96.6792E-06       120.849E-06        145.019E-06        169.189E-06        193.358E-06  
              158.529             24.0285E-06        48.057E-06         72.0855E-06        96.114E-06        120.142E-06        144.171E-06        168.2E-06          192.228E-06  
              159.118             23.8875E-06        47.775E-06         71.6625E-06        95.55E-06         119.438E-06        143.325E-06        167.213E-06        191.1E-06    
              159.706             23.7443E-06        47.4886E-06        71.2329E-06        94.9772E-06       118.721E-06        142.466E-06        166.21E-06         189.954E-06  
              160.294             23.6013E-06        47.2026E-06        70.8038E-06        94.4051E-06       118.006E-06        141.608E-06        165.209E-06        188.81E-06   
              160.882             23.4564E-06        46.9129E-06        70.3693E-06        93.8258E-06       117.282E-06        140.739E-06        164.195E-06        187.652E-06  
              161.471             23.3117E-06        46.6235E-06        69.9352E-06        93.247E-06        116.559E-06        139.87E-06         163.182E-06        186.494E-06  
              162.059             23.1656E-06        46.3311E-06        69.4967E-06        92.6622E-06       115.828E-06        138.993E-06        162.159E-06        185.324E-06  
              162.647             23.0194E-06        46.0389E-06        69.0583E-06        92.0778E-06       115.097E-06        138.117E-06        161.136E-06        184.156E-06  
              163.235             22.8721E-06        45.7442E-06        68.6164E-06        91.4885E-06       114.361E-06        137.233E-06        160.105E-06        182.977E-06  
              163.824             22.7248E-06        45.4497E-06        68.1745E-06        90.8994E-06       113.624E-06        136.349E-06        159.074E-06        181.799E-06  
              164.412             22.5766E-06        45.1531E-06        67.7297E-06        90.3063E-06       112.883E-06        135.459E-06        158.036E-06        180.613E-06  
              165.                22.4283E-06        44.8566E-06        67.2849E-06        89.7133E-06       112.142E-06        134.57E-06         156.998E-06        179.427E-06  
              165.588             22.2792E-06        44.5585E-06        66.8377E-06        89.117E-06        111.396E-06        133.675E-06        155.955E-06        178.234E-06  
              166.176             22.1302E-06        44.2603E-06        66.3905E-06        88.5207E-06       110.651E-06        132.781E-06        154.911E-06        177.041E-06  
              166.765             21.9804E-06        43.9609E-06        65.9413E-06        87.9217E-06       109.902E-06        131.883E-06        153.863E-06        175.843E-06  
              167.353             21.8307E-06        43.6614E-06        65.492E-06         87.3227E-06       109.153E-06        130.984E-06        152.815E-06        174.645E-06  
              167.941             21.6804E-06        43.3608E-06        65.0412E-06        86.7215E-06       108.402E-06        130.082E-06        151.763E-06        173.443E-06  
              168.529             21.5301E-06        43.0601E-06        64.5902E-06        86.1203E-06       107.65E-06         129.18E-06         150.71E-06         172.241E-06  
              169.118             21.3793E-06        42.7586E-06        64.1379E-06        85.5172E-06       106.897E-06        128.276E-06        149.655E-06        171.034E-06  
              169.706             21.2285E-06        42.457E-06         63.6855E-06        84.914E-06        106.143E-06        127.371E-06        148.6E-06          169.828E-06  
              170.294             21.0774E-06        42.1547E-06        63.2321E-06        84.3094E-06       105.387E-06        126.464E-06        147.541E-06        168.619E-06  
              170.882             20.9262E-06        41.8523E-06        62.7785E-06        83.7047E-06       104.631E-06        125.557E-06        146.483E-06        167.409E-06  
              171.471             20.7747E-06        41.5494E-06        62.324E-06         83.0987E-06       103.873E-06        124.648E-06        145.423E-06        166.197E-06  
              172.059             20.6232E-06        41.2463E-06        61.8695E-06        82.4927E-06       103.116E-06        123.739E-06        144.362E-06        164.985E-06  
              172.647             20.4714E-06        40.9428E-06        61.4142E-06        81.8856E-06       102.357E-06        122.828E-06        143.3E-06          163.771E-06  
              173.235             20.3196E-06        40.6392E-06        60.9588E-06        81.2784E-06       101.598E-06        121.918E-06        142.237E-06        162.557E-06  
              173.824             20.1676E-06        40.3352E-06        60.5028E-06        80.6704E-06       100.838E-06        121.006E-06        141.173E-06        161.341E-06  
              174.412             20.0156E-06        40.0312E-06        60.0468E-06        80.0623E-06       100.078E-06        120.094E-06        140.109E-06        160.125E-06  
              175.                19.8634E-06        39.7268E-06        59.5902E-06        79.4536E-06        99.317E-06        119.18E-06         139.044E-06        158.907E-06  
              175.588             19.7112E-06        39.4224E-06        59.1335E-06        78.8447E-06        98.5559E-06       118.267E-06        137.978E-06        157.689E-06  
              176.176             19.5588E-06        39.1176E-06        58.6765E-06        78.2353E-06        97.7941E-06       117.353E-06        136.912E-06        156.471E-06  
              176.765             19.4064E-06        38.8129E-06        58.2193E-06        77.6258E-06        97.0322E-06       116.439E-06        135.845E-06        155.252E-06  
              177.353             19.254E-06         38.5079E-06        57.7619E-06        77.0158E-06        96.2698E-06       115.524E-06        134.778E-06        154.032E-06  
              177.941             19.1014E-06        38.2029E-06        57.3043E-06        76.4058E-06        95.5072E-06       114.609E-06        133.71E-06         152.812E-06  
              178.529             18.9488E-06        37.8977E-06        56.8465E-06        75.7953E-06        94.7442E-06       113.693E-06        132.642E-06        151.591E-06  
              179.118             18.7962E-06        37.5924E-06        56.3886E-06        75.1848E-06        93.981E-06        112.777E-06        131.573E-06        150.37E-06   
              179.706             18.6435E-06        37.287E-06         55.9305E-06        74.574E-06         93.2175E-06       111.861E-06        130.505E-06        149.148E-06  
              180.294             18.4908E-06        36.9816E-06        55.4724E-06        73.9631E-06        92.4539E-06       110.945E-06        129.436E-06        147.926E-06  
              180.882             18.338E-06         36.676E-06         55.014E-06         73.352E-06         91.69E-06         110.028E-06        128.366E-06        146.704E-06  
              181.471             18.1852E-06        36.3704E-06        54.5556E-06        72.7408E-06        90.926E-06        109.111E-06        127.296E-06        145.482E-06  
              182.059             18.0324E-06        36.0647E-06        54.097E-06         72.1294E-06        90.1618E-06       108.194E-06        126.226E-06        144.259E-06  
              182.647             17.8795E-06        35.759E-06         53.6385E-06        71.5179E-06        89.3974E-06       107.277E-06        125.156E-06        143.036E-06  
              183.235             17.7266E-06        35.4532E-06        53.1797E-06        70.9063E-06        88.6329E-06       106.359E-06        124.086E-06        141.813E-06  
              183.824             17.5737E-06        35.1473E-06        52.721E-06         70.2946E-06        87.8683E-06       105.442E-06        123.016E-06        140.589E-06  
              184.412             17.4207E-06        34.8414E-06        52.2621E-06        69.6828E-06        87.1035E-06       104.524E-06        121.945E-06        139.366E-06  
              185.                17.2677E-06        34.5355E-06        51.8032E-06        69.0709E-06        86.3387E-06       103.606E-06        120.874E-06        138.142E-06  
              185.588             17.1147E-06        34.2295E-06        51.3442E-06        68.4589E-06        85.5737E-06       102.688E-06        119.803E-06        136.918E-06  
              186.176             16.9617E-06        33.9235E-06        50.8852E-06        67.8469E-06        84.8086E-06       101.77E-06         118.732E-06        135.694E-06  
              186.765             16.8087E-06        33.6174E-06        50.4261E-06        67.2348E-06        84.0435E-06       100.852E-06        117.661E-06        134.47E-06   
              187.353             16.6557E-06        33.3113E-06        49.967E-06         66.6226E-06        83.2783E-06        99.9339E-06       116.59E-06         133.245E-06  
              187.941             16.5026E-06        33.0052E-06        49.5078E-06        66.0104E-06        82.513E-06         99.0156E-06       115.518E-06        132.021E-06  
              188.529             16.3495E-06        32.6991E-06        49.0486E-06        65.3981E-06        81.7477E-06        98.0972E-06       114.447E-06        130.796E-06  
              189.118             16.1964E-06        32.3929E-06        48.5893E-06        64.7858E-06        80.9823E-06        97.1787E-06       113.375E-06        129.572E-06  
              189.706             16.0434E-06        32.0867E-06        48.1301E-06        64.1734E-06        80.2168E-06        96.2602E-06       112.304E-06        128.347E-06  
              190.294             15.8903E-06        31.7805E-06        47.6708E-06        63.561E-06         79.4513E-06        95.3416E-06       111.232E-06        127.122E-06  
              190.882             15.7372E-06        31.4743E-06        47.2115E-06        62.9486E-06        78.6858E-06        94.4229E-06       110.16E-06         125.897E-06  
              191.471             15.584E-06         31.1681E-06        46.7521E-06        62.3361E-06        77.9202E-06        93.5042E-06       109.088E-06        124.672E-06  
              192.059             15.4309E-06        30.8618E-06        46.2927E-06        61.7236E-06        77.1545E-06        92.5854E-06       108.016E-06        123.447E-06  
              192.647             15.2778E-06        30.5556E-06        45.8333E-06        61.1111E-06        76.3889E-06        91.6666E-06       106.944E-06        122.222E-06  
              193.235             15.1246E-06        30.2493E-06        45.3739E-06        60.4986E-06        75.6232E-06        90.7478E-06       105.872E-06        120.997E-06  
              193.824             14.9715E-06        29.943E-06         44.9145E-06        59.886E-06         74.8575E-06        89.829E-06        104.8E-06          119.772E-06  
              194.412             14.8183E-06        29.6367E-06        44.455E-06         59.2734E-06        74.0917E-06        88.9101E-06       103.728E-06        118.547E-06  
              195.                14.6652E-06        29.3304E-06        43.9956E-06        58.6608E-06        73.326E-06         87.9912E-06       102.656E-06        117.322E-06  
              195.588             14.512E-06         29.0241E-06        43.5361E-06        58.0481E-06        72.5602E-06        87.0722E-06       101.584E-06        116.096E-06  
              196.176             14.3589E-06        28.7177E-06        43.0766E-06        57.4355E-06        71.7943E-06        86.1532E-06       100.512E-06        114.871E-06  
              196.765             14.2057E-06        28.4114E-06        42.6171E-06        56.8228E-06        71.0285E-06        85.2342E-06        99.4399E-06       113.646E-06  
              197.353             14.0525E-06        28.1051E-06        42.1576E-06        56.2101E-06        70.2627E-06        84.3152E-06        98.3678E-06       112.42E-06   
              197.941             13.8994E-06        27.7987E-06        41.6981E-06        55.5975E-06        69.4968E-06        83.3962E-06        97.2956E-06       111.195E-06  
              198.529             13.7462E-06        27.4924E-06        41.2386E-06        54.9848E-06        68.7309E-06        82.4771E-06        96.2233E-06       109.97E-06   
              199.118             13.593E-06         27.186E-06         40.779E-06         54.3721E-06        67.965E-06         81.5581E-06        95.1511E-06       108.744E-06  
              199.706             13.4398E-06        26.8797E-06        40.3195E-06        53.7593E-06        67.1992E-06        80.639E-06         94.0788E-06       107.519E-06  
              200.294             13.2867E-06        26.5733E-06        39.86E-06          53.1466E-06        66.4333E-06        79.7199E-06        93.0066E-06       106.293E-06  
              200.882             13.1335E-06        26.2669E-06        39.4004E-06        52.5339E-06        65.6673E-06        78.8008E-06        91.9343E-06       105.068E-06  
              201.471             12.9803E-06        25.9606E-06        38.9408E-06        51.9211E-06        64.9014E-06        77.8817E-06        90.862E-06        103.842E-06  
              202.059             12.8271E-06        25.6542E-06        38.4813E-06        51.3084E-06        64.1355E-06        76.9626E-06        89.7896E-06       102.617E-06  
              202.647             12.6739E-06        25.3478E-06        38.0217E-06        50.6956E-06        63.3695E-06        76.0434E-06        88.7173E-06       101.391E-06  
              203.235             12.5207E-06        25.0414E-06        37.5621E-06        50.0829E-06        62.6036E-06        75.1243E-06        87.645E-06        100.166E-06  
              203.824             12.3675E-06        24.735E-06         37.1026E-06        49.4701E-06        61.8376E-06        74.2051E-06        86.5727E-06        98.9402E-06 
              204.412             12.2143E-06        24.4287E-06        36.643E-06         48.8573E-06        61.0717E-06        73.286E-06         85.5003E-06        97.7146E-06 
              205.                12.0611E-06        24.1223E-06        36.1834E-06        48.2445E-06        60.3057E-06        72.3668E-06        84.428E-06         96.4891E-06 
              205.588             11.9079E-06        23.8159E-06        35.7238E-06        47.6318E-06        59.5397E-06        71.4476E-06        83.3556E-06        95.2635E-06 
              206.176             11.7547E-06        23.5095E-06        35.2642E-06        47.019E-06         58.7737E-06        70.5285E-06        82.2832E-06        94.038E-06  
              206.765             11.6015E-06        23.2031E-06        34.8046E-06        46.4062E-06        58.0078E-06        69.6093E-06        81.2109E-06        92.8124E-06 
              207.353             11.4484E-06        22.8967E-06        34.3451E-06        45.7934E-06        57.2418E-06        68.6901E-06        80.1385E-06        91.5868E-06 
              207.941             11.2952E-06        22.5903E-06        33.8855E-06        45.1806E-06        56.4758E-06        67.7709E-06        79.0661E-06        90.3612E-06 
              208.529             11.142E-06         22.2839E-06        33.4259E-06        44.5678E-06        55.7098E-06        66.8517E-06        77.9937E-06        89.1357E-06 
              209.118             10.9888E-06        21.9775E-06        32.9663E-06        43.955E-06         54.9438E-06        65.9325E-06        76.9213E-06        87.9101E-06 
              209.706             10.8356E-06        21.6711E-06        32.5067E-06        43.3422E-06        54.1778E-06        65.0133E-06        75.8489E-06        86.6845E-06 
              210.294             10.6824E-06        21.3647E-06        32.0471E-06        42.7294E-06        53.4118E-06        64.0941E-06        74.7765E-06        85.4589E-06 
              210.882             10.5292E-06        21.0583E-06        31.5875E-06        42.1166E-06        52.6458E-06        63.1749E-06        73.7041E-06        84.2333E-06 
              211.471             10.376E-06         20.7519E-06        31.1279E-06        41.5038E-06        51.8798E-06        62.2557E-06        72.6317E-06        83.0077E-06 
              212.059             10.2228E-06        20.4455E-06        30.6683E-06        40.891E-06         51.1138E-06        61.3365E-06        71.5593E-06        81.7821E-06 
              212.647             10.0696E-06        20.1391E-06        30.2087E-06        40.2782E-06        50.3478E-06        60.4173E-06        70.4869E-06        80.5564E-06 
              213.235              9.91635E-06       19.8327E-06        29.7491E-06        39.6654E-06        49.5818E-06        59.4981E-06        69.4145E-06        79.3308E-06 
              213.824              9.76315E-06       19.5263E-06        29.2895E-06        39.0526E-06        48.8158E-06        58.5789E-06        68.342E-06         78.1052E-06 
              214.412              9.60995E-06       19.2199E-06        28.8298E-06        38.4398E-06        48.0497E-06        57.6597E-06        67.2696E-06        76.8796E-06 
              215.                 9.45675E-06       18.9135E-06        28.3702E-06        37.827E-06         47.2837E-06        56.7405E-06        66.1972E-06        75.654E-06  
              215.588              9.30354E-06       18.6071E-06        27.9106E-06        37.2142E-06        46.5177E-06        55.8213E-06        65.1248E-06        74.4283E-06 
              216.176              9.15034E-06       18.3007E-06        27.451E-06         36.6014E-06        45.7517E-06        54.902E-06         64.0524E-06        73.2027E-06 
              216.765              8.99714E-06       17.9943E-06        26.9914E-06        35.9886E-06        44.9857E-06        53.9828E-06        62.98E-06          71.9771E-06 
              217.353              8.84393E-06       17.6879E-06        26.5318E-06        35.3757E-06        44.2197E-06        53.0636E-06        61.9075E-06        70.7515E-06 
              217.941              8.69073E-06       17.3815E-06        26.0722E-06        34.7629E-06        43.4536E-06        52.1444E-06        60.8351E-06        69.5258E-06 
              218.529              8.53753E-06       17.0751E-06        25.6126E-06        34.1501E-06        42.6876E-06        51.2252E-06        59.7627E-06        68.3002E-06 
              219.118              8.38432E-06       16.7686E-06        25.153E-06         33.5373E-06        41.9216E-06        50.3059E-06        58.6903E-06        67.0746E-06 
              219.706              8.23112E-06       16.4622E-06        24.6934E-06        32.9245E-06        41.1556E-06        49.3867E-06        57.6178E-06        65.849E-06  
              220.294              8.07792E-06       16.1558E-06        24.2337E-06        32.3117E-06        40.3896E-06        48.4675E-06        56.5454E-06        64.6233E-06 
              220.882              7.92471E-06       15.8494E-06        23.7741E-06        31.6988E-06        39.6236E-06        47.5483E-06        55.473E-06         63.3977E-06 
              221.471              7.77151E-06       15.543E-06         23.3145E-06        31.086E-06         38.8575E-06        46.629E-06         54.4006E-06        62.1721E-06 
              222.059              7.6183E-06        15.2366E-06        22.8549E-06        30.4732E-06        38.0915E-06        45.7098E-06        53.3281E-06        60.9464E-06 
              222.647              7.4651E-06        14.9302E-06        22.3953E-06        29.8604E-06        37.3255E-06        44.7906E-06        52.2557E-06        59.7208E-06 
              223.235              7.31189E-06       14.6238E-06        21.9357E-06        29.2476E-06        36.5595E-06        43.8714E-06        51.1833E-06        58.4952E-06 
              223.824              7.15869E-06       14.3174E-06        21.4761E-06        28.6348E-06        35.7934E-06        42.9521E-06        50.1108E-06        57.2695E-06 
              224.412              7.00549E-06       14.011E-06         21.0165E-06        28.0219E-06        35.0274E-06        42.0329E-06        49.0384E-06        56.0439E-06 
              225.                 6.85228E-06       13.7046E-06        20.5568E-06        27.4091E-06        34.2614E-06        41.1137E-06        47.966E-06         54.8182E-06 
              225.588              6.69908E-06       13.3982E-06        20.0972E-06        26.7963E-06        33.4954E-06        40.1945E-06        46.8935E-06        53.5926E-06 
              226.176              6.54587E-06       13.0917E-06        19.6376E-06        26.1835E-06        32.7294E-06        39.2752E-06        45.8211E-06        52.367E-06  
              226.765              6.39267E-06       12.7853E-06        19.178E-06         25.5707E-06        31.9633E-06        38.356E-06         44.7487E-06        51.1413E-06 
              227.353              6.23946E-06       12.4789E-06        18.7184E-06        24.9579E-06        31.1973E-06        37.4368E-06        43.6762E-06        49.9157E-06 
              227.941              6.08626E-06       12.1725E-06        18.2588E-06        24.345E-06         30.4313E-06        36.5175E-06        42.6038E-06        48.6901E-06 
              228.529              5.93305E-06       11.8661E-06        17.7992E-06        23.7322E-06        29.6653E-06        35.5983E-06        41.5314E-06        47.4644E-06 
              229.118              5.77985E-06       11.5597E-06        17.3395E-06        23.1194E-06        28.8992E-06        34.6791E-06        40.4589E-06        46.2388E-06 
              229.706              5.62664E-06       11.2533E-06        16.8799E-06        22.5066E-06        28.1332E-06        33.7599E-06        39.3865E-06        45.0131E-06 
              230.294              5.47344E-06       10.9469E-06        16.4203E-06        21.8938E-06        27.3672E-06        32.8406E-06        38.3141E-06        43.7875E-06 
              230.882              5.32023E-06       10.6405E-06        15.9607E-06        21.2809E-06        26.6012E-06        31.9214E-06        37.2416E-06        42.5619E-06 
              231.471              5.16703E-06       10.3341E-06        15.5011E-06        20.6681E-06        25.8352E-06        31.0022E-06        36.1692E-06        41.3362E-06 
              232.059              5.01382E-06       10.0276E-06        15.0415E-06        20.0553E-06        25.0691E-06        30.0829E-06        35.0968E-06        40.1106E-06 
              232.647              4.86062E-06        9.72124E-06       14.5819E-06        19.4425E-06        24.3031E-06        29.1637E-06        34.0243E-06        38.885E-06  
              233.235              4.70742E-06        9.41483E-06       14.1222E-06        18.8297E-06        23.5371E-06        28.2445E-06        32.9519E-06        37.6593E-06 
              233.824              4.55421E-06        9.10842E-06       13.6626E-06        18.2168E-06        22.7711E-06        27.3253E-06        31.8795E-06        36.4337E-06 
              234.412              4.40101E-06        8.80201E-06       13.203E-06         17.604E-06         22.005E-06         26.406E-06         30.807E-06         35.208E-06  
              235.                 4.2478E-06         8.4956E-06        12.7434E-06        16.9912E-06        21.239E-06         25.4868E-06        29.7346E-06        33.9824E-06 
              235.588              4.09459E-06        8.18919E-06       12.2838E-06        16.3784E-06        20.473E-06         24.5676E-06        28.6622E-06        32.7568E-06 
              236.176              3.94139E-06        7.88278E-06       11.8242E-06        15.7656E-06        19.7069E-06        23.6483E-06        27.5897E-06        31.5311E-06 
              236.765              3.78819E-06        7.57637E-06       11.3646E-06        15.1527E-06        18.9409E-06        22.7291E-06        26.5173E-06        30.3055E-06 
              237.353              3.63498E-06        7.26996E-06       10.9049E-06        14.5399E-06        18.1749E-06        21.8099E-06        25.4449E-06        29.0798E-06 
              237.941              3.48178E-06        6.96355E-06       10.4453E-06        13.9271E-06        17.4089E-06        20.8907E-06        24.3724E-06        27.8542E-06 
              238.529              3.32857E-06        6.65714E-06        9.98571E-06       13.3143E-06        16.6428E-06        19.9714E-06        23.3E-06           26.6286E-06 
              239.118              3.17537E-06        6.35073E-06        9.52609E-06       12.7015E-06        15.8768E-06        19.0522E-06        22.2276E-06        25.4029E-06 
              239.706              3.02216E-06        6.04432E-06        9.06648E-06       12.0886E-06        15.1108E-06        18.133E-06         21.1551E-06        24.1773E-06 
              240.294              2.86896E-06        5.73791E-06        8.60687E-06       11.4758E-06        14.3448E-06        17.2137E-06        20.0827E-06        22.9516E-06 
              240.882              2.71575E-06        5.4315E-06         8.14725E-06       10.863E-06         13.5788E-06        16.2945E-06        19.0103E-06        21.726E-06  
