X	E33_3D40N1F	E33_3D40N2F	E33_3D40N3F	E33_3D40N4F	E33_3D40N5F
312.647	NoValue	NoValue	NoValue	NoValue	-1.28E-04
312.862	NoValue	NoValue	NoValue	-1.23E-04	NoValue
313.22	NoValue	NoValue	-1.16E-04	NoValue	NoValue
313.235	NoValue	NoValue	NoValue	NoValue	-1.29E-04
313.259	NoValue	-1.03E-04	NoValue	NoValue	NoValue
313.597	NoValue	NoValue	NoValue	-1.25E-04	NoValue
313.824	NoValue	NoValue	NoValue	NoValue	-1.30E-04
314.199	NoValue	NoValue	-1.18E-04	NoValue	NoValue
314.332	NoValue	NoValue	NoValue	-1.26E-04	NoValue
314.412	NoValue	NoValue	NoValue	NoValue	-1.31E-04
314.732	1.35E-10	-1.05E-04	NoValue	NoValue	NoValue
315	NoValue	NoValue	NoValue	NoValue	-1.33E-04
315.067	NoValue	NoValue	NoValue	-1.27E-04	NoValue
315.178	NoValue	NoValue	-1.20E-04	NoValue	NoValue
315.588	NoValue	NoValue	NoValue	NoValue	-1.34E-04
315.802	NoValue	NoValue	NoValue	-1.29E-04	NoValue
316.157	NoValue	NoValue	-1.21E-04	NoValue	NoValue
316.176	NoValue	NoValue	NoValue	NoValue	-1.35E-04
316.205	NoValue	-1.08E-04	NoValue	NoValue	NoValue
316.537	NoValue	NoValue	NoValue	-1.30E-04	NoValue
316.765	NoValue	NoValue	NoValue	NoValue	-1.36E-04
317.137	NoValue	NoValue	-1.23E-04	NoValue	NoValue
317.272	NoValue	NoValue	NoValue	-1.32E-04	NoValue
317.353	NoValue	NoValue	NoValue	NoValue	-1.38E-04
317.679	-1.46E-10	-1.10E-04	NoValue	NoValue	NoValue
317.941	NoValue	NoValue	NoValue	NoValue	-1.39E-04
318.007	NoValue	NoValue	NoValue	-1.33E-04	NoValue
318.116	NoValue	NoValue	-1.25E-04	NoValue	NoValue
318.529	NoValue	NoValue	NoValue	NoValue	-1.40E-04
318.742	NoValue	NoValue	NoValue	-1.35E-04	NoValue
319.095	NoValue	NoValue	-1.27E-04	NoValue	NoValue
319.118	NoValue	NoValue	NoValue	NoValue	-1.41E-04
319.152	NoValue	-1.13E-04	NoValue	NoValue	NoValue
319.477	NoValue	NoValue	NoValue	-1.36E-04	NoValue
319.706	NoValue	NoValue	NoValue	NoValue	-1.43E-04
320.074	NoValue	NoValue	-1.29E-04	NoValue	NoValue
320.212	NoValue	NoValue	NoValue	-1.38E-04	NoValue
320.294	NoValue	NoValue	NoValue	NoValue	-1.44E-04
320.625	1.59E-10	-1.15E-04	NoValue	NoValue	NoValue
320.882	NoValue	NoValue	NoValue	NoValue	-1.45E-04
320.947	NoValue	NoValue	NoValue	-1.39E-04	NoValue
321.053	NoValue	NoValue	-1.31E-04	NoValue	NoValue
321.471	NoValue	NoValue	NoValue	NoValue	-1.46E-04
321.682	NoValue	NoValue	NoValue	-1.41E-04	NoValue
322.033	NoValue	NoValue	-1.32E-04	NoValue	NoValue
322.059	NoValue	NoValue	NoValue	NoValue	-1.47E-04
322.098	NoValue	-1.18E-04	NoValue	NoValue	NoValue
322.416	NoValue	NoValue	NoValue	-1.42E-04	NoValue
322.647	NoValue	NoValue	NoValue	NoValue	-1.49E-04
323.012	NoValue	NoValue	-1.34E-04	NoValue	NoValue
323.151	NoValue	NoValue	NoValue	-1.44E-04	NoValue
323.235	NoValue	NoValue	NoValue	NoValue	-1.50E-04
323.571	-1.74E-10	-1.20E-04	NoValue	NoValue	NoValue
323.824	NoValue	NoValue	NoValue	NoValue	-1.51E-04
323.886	NoValue	NoValue	NoValue	-1.45E-04	NoValue
323.991	NoValue	NoValue	-1.36E-04	NoValue	NoValue
324.412	NoValue	NoValue	NoValue	NoValue	-1.52E-04
324.621	NoValue	NoValue	NoValue	-1.47E-04	NoValue
324.97	NoValue	NoValue	-1.38E-04	NoValue	NoValue
325	NoValue	NoValue	NoValue	NoValue	-1.54E-04
325.045	NoValue	-1.22E-04	NoValue	NoValue	NoValue
325.356	NoValue	NoValue	NoValue	-1.48E-04	NoValue
325.588	NoValue	NoValue	NoValue	NoValue	-1.55E-04
325.95	NoValue	NoValue	-1.40E-04	NoValue	NoValue
326.091	NoValue	NoValue	NoValue	-1.50E-04	NoValue
326.176	NoValue	NoValue	NoValue	NoValue	-1.56E-04
326.518	1.92E-10	-1.25E-04	NoValue	NoValue	NoValue
326.765	NoValue	NoValue	NoValue	NoValue	-1.57E-04
326.826	NoValue	NoValue	NoValue	-1.51E-04	NoValue
326.929	NoValue	NoValue	-1.42E-04	NoValue	NoValue
327.353	NoValue	NoValue	NoValue	NoValue	-1.58E-04
327.561	NoValue	NoValue	NoValue	-1.52E-04	NoValue
327.908	NoValue	NoValue	-1.43E-04	NoValue	NoValue
327.941	NoValue	NoValue	NoValue	NoValue	-1.60E-04
327.991	NoValue	-1.27E-04	NoValue	NoValue	NoValue
328.296	NoValue	NoValue	NoValue	-1.54E-04	NoValue
328.529	NoValue	NoValue	NoValue	NoValue	-1.61E-04
328.887	NoValue	NoValue	-1.45E-04	NoValue	NoValue
329.031	NoValue	NoValue	NoValue	-1.55E-04	NoValue
329.118	NoValue	NoValue	NoValue	NoValue	-1.62E-04
329.464	-2.12E-10	-1.30E-04	NoValue	NoValue	NoValue
329.706	NoValue	NoValue	NoValue	NoValue	-1.63E-04
329.766	NoValue	NoValue	NoValue	-1.57E-04	NoValue
329.866	NoValue	NoValue	-1.47E-04	NoValue	NoValue
330.294	NoValue	NoValue	NoValue	NoValue	-1.65E-04
330.501	NoValue	NoValue	NoValue	-1.58E-04	NoValue
330.846	NoValue	NoValue	-1.49E-04	NoValue	NoValue
330.882	NoValue	NoValue	NoValue	NoValue	-1.66E-04
330.938	NoValue	-1.32E-04	NoValue	NoValue	NoValue
331.236	NoValue	NoValue	NoValue	-1.60E-04	NoValue
331.471	NoValue	NoValue	NoValue	NoValue	-1.67E-04
331.825	NoValue	NoValue	-1.51E-04	NoValue	NoValue
331.971	NoValue	NoValue	NoValue	-1.61E-04	NoValue
332.059	NoValue	NoValue	NoValue	NoValue	-1.68E-04
332.411	2.34E-10	-1.35E-04	NoValue	NoValue	NoValue
332.647	NoValue	NoValue	NoValue	NoValue	-1.69E-04
332.706	NoValue	NoValue	NoValue	-1.63E-04	NoValue
332.804	NoValue	NoValue	-1.53E-04	NoValue	NoValue
333.235	NoValue	NoValue	NoValue	NoValue	-1.71E-04
333.441	NoValue	NoValue	NoValue	-1.64E-04	NoValue
333.783	NoValue	NoValue	-1.54E-04	NoValue	NoValue
333.824	NoValue	NoValue	NoValue	NoValue	-1.72E-04
333.884	NoValue	-1.37E-04	NoValue	NoValue	NoValue
334.176	NoValue	NoValue	NoValue	-1.66E-04	NoValue
334.412	NoValue	NoValue	NoValue	NoValue	-1.73E-04
334.763	NoValue	NoValue	-1.56E-04	NoValue	NoValue
334.911	NoValue	NoValue	NoValue	-1.67E-04	NoValue
335	NoValue	NoValue	NoValue	NoValue	-1.74E-04
335.357	-2.60E-10	-1.40E-04	NoValue	NoValue	NoValue
335.588	NoValue	NoValue	NoValue	NoValue	-1.76E-04
335.646	NoValue	NoValue	NoValue	-1.69E-04	NoValue
335.742	NoValue	NoValue	-1.58E-04	NoValue	NoValue
336.176	NoValue	NoValue	NoValue	NoValue	-1.77E-04
336.381	NoValue	NoValue	NoValue	-1.70E-04	NoValue
336.721	NoValue	NoValue	-1.60E-04	NoValue	NoValue
336.765	NoValue	NoValue	NoValue	NoValue	-1.78E-04
336.83	NoValue	-1.42E-04	NoValue	NoValue	NoValue
337.116	NoValue	NoValue	NoValue	-1.72E-04	NoValue
337.353	NoValue	NoValue	NoValue	NoValue	-1.79E-04
337.7	NoValue	NoValue	-1.62E-04	NoValue	NoValue
337.851	NoValue	NoValue	NoValue	-1.73E-04	NoValue
337.941	NoValue	NoValue	NoValue	NoValue	-1.81E-04
338.304	2.90E-10	-1.44E-04	NoValue	NoValue	NoValue
338.529	NoValue	NoValue	NoValue	NoValue	-1.82E-04
338.586	NoValue	NoValue	NoValue	-1.75E-04	NoValue
338.68	NoValue	NoValue	-1.64E-04	NoValue	NoValue
339.118	NoValue	NoValue	NoValue	NoValue	-1.83E-04
339.321	NoValue	NoValue	NoValue	-1.76E-04	NoValue
339.659	NoValue	NoValue	-1.66E-04	NoValue	NoValue
339.706	NoValue	NoValue	NoValue	NoValue	-1.84E-04
339.777	NoValue	-1.47E-04	NoValue	NoValue	NoValue
340.056	NoValue	NoValue	NoValue	-1.77E-04	NoValue
340.294	NoValue	NoValue	NoValue	NoValue	-1.85E-04
340.638	NoValue	NoValue	-1.67E-04	NoValue	NoValue
340.791	NoValue	NoValue	NoValue	-1.79E-04	NoValue
340.882	NoValue	NoValue	NoValue	NoValue	-1.87E-04
341.25	-3.23E-10	-1.49E-04	NoValue	NoValue	NoValue
341.471	NoValue	NoValue	NoValue	NoValue	-1.88E-04
341.526	NoValue	NoValue	NoValue	-1.80E-04	NoValue
341.617	NoValue	NoValue	-1.69E-04	NoValue	NoValue
342.059	NoValue	NoValue	NoValue	NoValue	-1.89E-04
342.261	NoValue	NoValue	NoValue	-1.82E-04	NoValue
342.596	NoValue	NoValue	-1.71E-04	NoValue	NoValue
342.647	NoValue	NoValue	NoValue	NoValue	-1.90E-04
342.723	NoValue	-1.52E-04	NoValue	NoValue	NoValue
342.996	NoValue	NoValue	NoValue	-1.83E-04	NoValue
343.235	NoValue	NoValue	NoValue	NoValue	-1.92E-04
343.576	NoValue	NoValue	-1.73E-04	NoValue	NoValue
343.73	NoValue	NoValue	NoValue	-1.85E-04	NoValue
343.824	NoValue	NoValue	NoValue	NoValue	-1.93E-04
344.196	3.61E-10	-1.54E-04	NoValue	NoValue	NoValue
344.412	NoValue	NoValue	NoValue	NoValue	-1.94E-04
344.465	NoValue	NoValue	NoValue	-1.86E-04	NoValue
344.555	NoValue	NoValue	-1.75E-04	NoValue	NoValue
345	NoValue	NoValue	NoValue	NoValue	-1.95E-04
345.2	NoValue	NoValue	NoValue	-1.88E-04	NoValue
345.534	NoValue	NoValue	-1.77E-04	NoValue	NoValue
345.588	NoValue	NoValue	NoValue	NoValue	-1.96E-04
345.67	NoValue	-1.57E-04	NoValue	NoValue	NoValue
345.935	NoValue	NoValue	NoValue	-1.89E-04	NoValue
346.176	NoValue	NoValue	NoValue	NoValue	-1.98E-04
346.513	NoValue	NoValue	-1.78E-04	NoValue	NoValue
346.67	NoValue	NoValue	NoValue	-1.91E-04	NoValue
346.765	NoValue	NoValue	NoValue	NoValue	-1.99E-04
347.143	-4.03E-10	-1.59E-04	NoValue	NoValue	NoValue
347.353	NoValue	NoValue	NoValue	NoValue	-2.00E-04
347.405	NoValue	NoValue	NoValue	-1.92E-04	NoValue
347.493	NoValue	NoValue	-1.80E-04	NoValue	NoValue
347.941	NoValue	NoValue	NoValue	NoValue	-2.01E-04
348.14	NoValue	NoValue	NoValue	-1.94E-04	NoValue
348.472	NoValue	NoValue	-1.82E-04	NoValue	NoValue
348.529	NoValue	NoValue	NoValue	NoValue	-2.03E-04
348.616	NoValue	-1.62E-04	NoValue	NoValue	NoValue
348.875	NoValue	NoValue	NoValue	-1.95E-04	NoValue
349.118	NoValue	NoValue	NoValue	NoValue	-2.04E-04
349.451	NoValue	NoValue	-1.84E-04	NoValue	NoValue
349.61	NoValue	NoValue	NoValue	-1.97E-04	NoValue
349.706	NoValue	NoValue	NoValue	NoValue	-2.05E-04
350.089	4.50E-10	-1.64E-04	NoValue	NoValue	NoValue
350.294	NoValue	NoValue	NoValue	NoValue	-2.06E-04
350.345	NoValue	NoValue	NoValue	-1.98E-04	NoValue
350.43	NoValue	NoValue	-1.86E-04	NoValue	NoValue
350.882	NoValue	NoValue	NoValue	NoValue	-2.07E-04
351.08	NoValue	NoValue	NoValue	-2.00E-04	NoValue
351.409	NoValue	NoValue	-1.88E-04	NoValue	NoValue
351.471	NoValue	NoValue	NoValue	NoValue	-2.09E-04
351.562	NoValue	-1.67E-04	NoValue	NoValue	NoValue
351.815	NoValue	NoValue	NoValue	-2.01E-04	NoValue
352.059	NoValue	NoValue	NoValue	NoValue	-2.10E-04
352.389	NoValue	NoValue	-1.89E-04	NoValue	NoValue
352.55	NoValue	NoValue	NoValue	-2.02E-04	NoValue
352.647	NoValue	NoValue	NoValue	NoValue	-2.11E-04
353.036	-5.04E-10	-1.69E-04	NoValue	NoValue	NoValue
353.235	NoValue	NoValue	NoValue	NoValue	-2.12E-04
353.285	NoValue	NoValue	NoValue	-2.04E-04	NoValue
353.368	NoValue	NoValue	-1.91E-04	NoValue	NoValue
353.824	NoValue	NoValue	NoValue	NoValue	-2.14E-04
354.02	NoValue	NoValue	NoValue	-2.05E-04	NoValue
354.347	NoValue	NoValue	-1.93E-04	NoValue	NoValue
354.412	NoValue	NoValue	NoValue	NoValue	-2.15E-04
354.509	NoValue	-1.71E-04	NoValue	NoValue	NoValue
354.755	NoValue	NoValue	NoValue	-2.07E-04	NoValue
355	NoValue	NoValue	NoValue	NoValue	-2.16E-04
355.326	NoValue	NoValue	-1.95E-04	NoValue	NoValue
355.49	NoValue	NoValue	NoValue	-2.08E-04	NoValue
355.588	NoValue	NoValue	NoValue	NoValue	-2.17E-04
355.982	5.64E-10	-1.74E-04	NoValue	NoValue	NoValue
356.176	NoValue	NoValue	NoValue	NoValue	-2.18E-04
356.225	NoValue	NoValue	NoValue	-2.10E-04	NoValue
356.306	NoValue	NoValue	-1.97E-04	NoValue	NoValue
356.765	NoValue	NoValue	NoValue	NoValue	-2.20E-04
356.96	NoValue	NoValue	NoValue	-2.11E-04	NoValue
357.285	NoValue	NoValue	-1.99E-04	NoValue	NoValue
357.353	NoValue	NoValue	NoValue	NoValue	-2.21E-04
357.455	NoValue	-1.76E-04	NoValue	NoValue	NoValue
357.695	NoValue	NoValue	NoValue	-2.13E-04	NoValue
357.941	NoValue	NoValue	NoValue	NoValue	-2.22E-04
358.264	NoValue	NoValue	-2.00E-04	NoValue	NoValue
358.43	NoValue	NoValue	NoValue	-2.14E-04	NoValue
358.529	NoValue	NoValue	NoValue	NoValue	-2.23E-04
358.929	-6.32E-10	-1.79E-04	NoValue	NoValue	NoValue
359.118	NoValue	NoValue	NoValue	NoValue	-2.25E-04
359.165	NoValue	NoValue	NoValue	-2.16E-04	NoValue
359.243	NoValue	NoValue	-2.02E-04	NoValue	NoValue
359.706	NoValue	NoValue	NoValue	NoValue	-2.26E-04
359.9	NoValue	NoValue	NoValue	-2.17E-04	NoValue
360.223	NoValue	NoValue	-2.04E-04	NoValue	NoValue
360.294	NoValue	NoValue	NoValue	NoValue	-2.27E-04
360.402	NoValue	-1.81E-04	NoValue	NoValue	NoValue
360.635	NoValue	NoValue	NoValue	-2.19E-04	NoValue
360.882	NoValue	NoValue	NoValue	NoValue	-2.28E-04
361.202	NoValue	NoValue	-2.06E-04	NoValue	NoValue
361.37	NoValue	NoValue	NoValue	-2.20E-04	NoValue
361.471	NoValue	NoValue	NoValue	NoValue	-2.30E-04
361.875	7.08E-10	-1.84E-04	NoValue	NoValue	NoValue
362.059	NoValue	NoValue	NoValue	NoValue	-2.31E-04
362.105	NoValue	NoValue	NoValue	-2.22E-04	NoValue
362.181	NoValue	NoValue	-2.08E-04	NoValue	NoValue
362.647	NoValue	NoValue	NoValue	NoValue	-2.32E-04
362.84	NoValue	NoValue	NoValue	-2.23E-04	NoValue
363.16	NoValue	NoValue	-2.10E-04	NoValue	NoValue
363.235	NoValue	NoValue	NoValue	NoValue	-2.33E-04
363.348	NoValue	-1.86E-04	NoValue	NoValue	NoValue
363.575	NoValue	NoValue	NoValue	-2.24E-04	NoValue
363.824	NoValue	NoValue	NoValue	NoValue	-2.34E-04
364.139	NoValue	NoValue	-2.11E-04	NoValue	NoValue
364.31	NoValue	NoValue	NoValue	-2.26E-04	NoValue
364.412	NoValue	NoValue	NoValue	NoValue	-2.36E-04
364.821	-7.94E-10	-1.89E-04	NoValue	NoValue	NoValue
365	NoValue	NoValue	NoValue	NoValue	-2.37E-04
365.045	NoValue	NoValue	NoValue	-2.27E-04	NoValue
365.119	NoValue	NoValue	-2.13E-04	NoValue	NoValue
365.588	NoValue	NoValue	NoValue	NoValue	-2.38E-04
365.78	NoValue	NoValue	NoValue	-2.29E-04	NoValue
366.098	NoValue	NoValue	-2.15E-04	NoValue	NoValue
366.176	NoValue	NoValue	NoValue	NoValue	-2.39E-04
366.295	NoValue	-1.91E-04	NoValue	NoValue	NoValue
366.514	NoValue	NoValue	NoValue	-2.30E-04	NoValue
366.765	NoValue	NoValue	NoValue	NoValue	-2.41E-04
367.077	NoValue	NoValue	-2.17E-04	NoValue	NoValue
367.249	NoValue	NoValue	NoValue	-2.32E-04	NoValue
367.353	NoValue	NoValue	NoValue	NoValue	-2.42E-04
367.768	8.90E-10	-1.93E-04	NoValue	NoValue	NoValue
367.941	NoValue	NoValue	NoValue	NoValue	-2.43E-04
367.984	NoValue	NoValue	NoValue	-2.33E-04	NoValue
368.056	NoValue	NoValue	-2.19E-04	NoValue	NoValue
368.529	NoValue	NoValue	NoValue	NoValue	-2.44E-04
368.719	NoValue	NoValue	NoValue	-2.35E-04	NoValue
369.036	NoValue	NoValue	-2.21E-04	NoValue	NoValue
369.118	NoValue	NoValue	NoValue	NoValue	-2.45E-04
369.241	NoValue	-1.96E-04	NoValue	NoValue	NoValue
369.454	NoValue	NoValue	NoValue	-2.36E-04	NoValue
369.706	NoValue	NoValue	NoValue	NoValue	-2.47E-04
370.015	NoValue	NoValue	-2.22E-04	NoValue	NoValue
370.189	NoValue	NoValue	NoValue	-2.38E-04	NoValue
370.294	NoValue	NoValue	NoValue	NoValue	-2.48E-04
370.714	-9.98E-10	-1.98E-04	NoValue	NoValue	NoValue
370.882	NoValue	NoValue	NoValue	NoValue	-2.49E-04
370.924	NoValue	NoValue	NoValue	-2.39E-04	NoValue
370.994	NoValue	NoValue	-2.24E-04	NoValue	NoValue
371.471	NoValue	NoValue	NoValue	NoValue	-2.50E-04
371.659	NoValue	NoValue	NoValue	-2.41E-04	NoValue
371.973	NoValue	NoValue	-2.26E-04	NoValue	NoValue
372.059	NoValue	NoValue	NoValue	NoValue	-2.52E-04
372.188	NoValue	-2.01E-04	NoValue	NoValue	NoValue
372.394	NoValue	NoValue	NoValue	-2.42E-04	NoValue
372.647	NoValue	NoValue	NoValue	NoValue	-2.53E-04
372.953	NoValue	NoValue	-2.28E-04	NoValue	NoValue
373.129	NoValue	NoValue	NoValue	-2.44E-04	NoValue
373.235	NoValue	NoValue	NoValue	NoValue	-2.54E-04
373.661	1.12E-09	-2.03E-04	NoValue	NoValue	NoValue
373.824	NoValue	NoValue	NoValue	NoValue	-2.55E-04
373.864	NoValue	NoValue	NoValue	-2.45E-04	NoValue
373.932	NoValue	NoValue	-2.30E-04	NoValue	NoValue
374.412	NoValue	NoValue	NoValue	NoValue	-2.56E-04
374.599	NoValue	NoValue	NoValue	-2.47E-04	NoValue
374.911	NoValue	NoValue	-2.32E-04	NoValue	NoValue
375	NoValue	NoValue	NoValue	NoValue	-2.58E-04
375.134	NoValue	-2.06E-04	NoValue	NoValue	NoValue
375.334	NoValue	NoValue	NoValue	-2.48E-04	NoValue
375.588	NoValue	NoValue	NoValue	NoValue	-2.59E-04
375.89	NoValue	NoValue	-2.33E-04	NoValue	NoValue
376.069	NoValue	NoValue	NoValue	-2.49E-04	NoValue
376.176	NoValue	NoValue	NoValue	NoValue	-2.60E-04
376.607	-1.26E-09	-2.08E-04	NoValue	NoValue	NoValue
376.765	NoValue	NoValue	NoValue	NoValue	-2.61E-04
376.804	NoValue	NoValue	NoValue	-2.51E-04	NoValue
376.869	NoValue	NoValue	-2.35E-04	NoValue	NoValue
377.353	NoValue	NoValue	NoValue	NoValue	-2.63E-04
377.539	NoValue	NoValue	NoValue	-2.52E-04	NoValue
377.849	NoValue	NoValue	-2.37E-04	NoValue	NoValue
377.941	NoValue	NoValue	NoValue	NoValue	-2.64E-04
378.08	NoValue	-2.11E-04	NoValue	NoValue	NoValue
378.274	NoValue	NoValue	NoValue	-2.54E-04	NoValue
378.529	NoValue	NoValue	NoValue	NoValue	-2.65E-04
378.828	NoValue	NoValue	-2.39E-04	NoValue	NoValue
379.009	NoValue	NoValue	NoValue	-2.55E-04	NoValue
379.118	NoValue	NoValue	NoValue	NoValue	-2.66E-04
379.554	1.41E-09	-2.13E-04	NoValue	NoValue	NoValue
379.706	NoValue	NoValue	NoValue	NoValue	-2.68E-04
379.744	NoValue	NoValue	NoValue	-2.57E-04	NoValue
379.807	NoValue	NoValue	-2.41E-04	NoValue	NoValue
380.294	NoValue	NoValue	NoValue	NoValue	-2.69E-04
380.479	NoValue	NoValue	NoValue	-2.58E-04	NoValue
380.786	NoValue	NoValue	-2.43E-04	NoValue	NoValue
380.882	NoValue	NoValue	NoValue	NoValue	-2.70E-04
381.027	NoValue	-2.15E-04	NoValue	NoValue	NoValue
381.214	NoValue	NoValue	NoValue	-2.60E-04	NoValue
381.471	NoValue	NoValue	NoValue	NoValue	-2.71E-04
381.766	NoValue	NoValue	-2.44E-04	NoValue	NoValue
381.949	NoValue	NoValue	NoValue	-2.61E-04	NoValue
382.059	NoValue	NoValue	NoValue	NoValue	-2.72E-04
382.5	-1.58E-09	-2.18E-04	NoValue	NoValue	NoValue
382.647	NoValue	NoValue	NoValue	NoValue	-2.74E-04
382.684	NoValue	NoValue	NoValue	-2.63E-04	NoValue
382.745	NoValue	NoValue	-2.46E-04	NoValue	NoValue
383.235	NoValue	NoValue	NoValue	NoValue	-2.75E-04
383.419	NoValue	NoValue	NoValue	-2.64E-04	NoValue
383.724	NoValue	NoValue	-2.48E-04	NoValue	NoValue
383.824	NoValue	NoValue	NoValue	NoValue	-2.76E-04
383.973	NoValue	-2.20E-04	NoValue	NoValue	NoValue
384.154	NoValue	NoValue	NoValue	-2.66E-04	NoValue
384.412	NoValue	NoValue	NoValue	NoValue	-2.77E-04
384.703	NoValue	NoValue	-2.50E-04	NoValue	NoValue
384.889	NoValue	NoValue	NoValue	-2.67E-04	NoValue
385	NoValue	NoValue	NoValue	NoValue	-2.79E-04
385.446	1.77E-09	-2.23E-04	NoValue	NoValue	NoValue
385.588	NoValue	NoValue	NoValue	NoValue	-2.80E-04
385.624	NoValue	NoValue	NoValue	-2.69E-04	NoValue
385.682	NoValue	NoValue	-2.52E-04	NoValue	NoValue
386.176	NoValue	NoValue	NoValue	NoValue	-2.81E-04
386.359	NoValue	NoValue	NoValue	-2.70E-04	NoValue
386.662	NoValue	NoValue	-2.54E-04	NoValue	NoValue
386.765	NoValue	NoValue	NoValue	NoValue	-2.82E-04
386.92	NoValue	-2.25E-04	NoValue	NoValue	NoValue
387.094	NoValue	NoValue	NoValue	-2.72E-04	NoValue
387.353	NoValue	NoValue	NoValue	NoValue	-2.83E-04
387.641	NoValue	NoValue	-2.55E-04	NoValue	NoValue
387.829	NoValue	NoValue	NoValue	-2.73E-04	NoValue
387.941	NoValue	NoValue	NoValue	NoValue	-2.85E-04
388.393	-1.99E-09	-2.28E-04	NoValue	NoValue	NoValue
388.529	NoValue	NoValue	NoValue	NoValue	-2.86E-04
388.563	NoValue	NoValue	NoValue	-2.74E-04	NoValue
388.62	NoValue	NoValue	-2.57E-04	NoValue	NoValue
389.118	NoValue	NoValue	NoValue	NoValue	-2.87E-04
389.298	NoValue	NoValue	NoValue	-2.76E-04	NoValue
389.599	NoValue	NoValue	-2.59E-04	NoValue	NoValue
389.706	NoValue	NoValue	NoValue	NoValue	-2.88E-04
389.866	NoValue	-2.30E-04	NoValue	NoValue	NoValue
390.033	NoValue	NoValue	NoValue	-2.77E-04	NoValue
390.294	NoValue	NoValue	NoValue	NoValue	-2.90E-04
390.579	NoValue	NoValue	-2.61E-04	NoValue	NoValue
390.768	NoValue	NoValue	NoValue	-2.79E-04	NoValue
390.882	NoValue	NoValue	NoValue	NoValue	-2.91E-04
391.339	2.23E-09	-2.33E-04	NoValue	NoValue	NoValue
391.471	NoValue	NoValue	NoValue	NoValue	-2.92E-04
391.503	NoValue	NoValue	NoValue	-2.80E-04	NoValue
391.558	NoValue	NoValue	-2.63E-04	NoValue	NoValue
392.059	NoValue	NoValue	NoValue	NoValue	-2.93E-04
392.238	NoValue	NoValue	NoValue	-2.82E-04	NoValue
392.537	NoValue	NoValue	-2.65E-04	NoValue	NoValue
392.647	NoValue	NoValue	NoValue	NoValue	-2.94E-04
392.812	NoValue	-2.35E-04	NoValue	NoValue	NoValue
392.973	NoValue	NoValue	NoValue	-2.83E-04	NoValue
393.235	NoValue	NoValue	NoValue	NoValue	-2.96E-04
393.516	NoValue	NoValue	-2.66E-04	NoValue	NoValue
393.708	NoValue	NoValue	NoValue	-2.85E-04	NoValue
393.824	NoValue	NoValue	NoValue	NoValue	-2.97E-04
394.286	-2.51E-09	-2.37E-04	NoValue	NoValue	NoValue
394.412	NoValue	NoValue	NoValue	NoValue	-2.98E-04
394.443	NoValue	NoValue	NoValue	-2.86E-04	NoValue
394.496	NoValue	NoValue	-2.68E-04	NoValue	NoValue
395	NoValue	NoValue	NoValue	NoValue	-2.99E-04
395.178	NoValue	NoValue	NoValue	-2.88E-04	NoValue
395.475	NoValue	NoValue	-2.70E-04	NoValue	NoValue
395.588	NoValue	NoValue	NoValue	NoValue	-3.01E-04
395.759	NoValue	-2.40E-04	NoValue	NoValue	NoValue
395.913	NoValue	NoValue	NoValue	-2.89E-04	NoValue
396.176	NoValue	NoValue	NoValue	NoValue	-3.02E-04
396.454	NoValue	NoValue	-2.72E-04	NoValue	NoValue
396.648	NoValue	NoValue	NoValue	-2.91E-04	NoValue
396.765	NoValue	NoValue	NoValue	NoValue	-3.03E-04
397.232	2.81E-09	-2.42E-04	NoValue	NoValue	NoValue
397.353	NoValue	NoValue	NoValue	NoValue	-3.04E-04
397.383	NoValue	NoValue	NoValue	-2.92E-04	NoValue
397.433	NoValue	NoValue	-2.74E-04	NoValue	NoValue
397.941	NoValue	NoValue	NoValue	NoValue	-3.06E-04
398.118	NoValue	NoValue	NoValue	-2.94E-04	NoValue
398.412	NoValue	NoValue	-2.76E-04	NoValue	NoValue
398.529	NoValue	NoValue	NoValue	NoValue	-3.07E-04
398.705	NoValue	-2.45E-04	NoValue	NoValue	NoValue
398.853	NoValue	NoValue	NoValue	-2.95E-04	NoValue
399.118	NoValue	NoValue	NoValue	NoValue	-3.08E-04
399.392	NoValue	NoValue	-2.77E-04	NoValue	NoValue
399.588	NoValue	NoValue	NoValue	-2.97E-04	NoValue
399.706	NoValue	NoValue	NoValue	NoValue	-3.09E-04
400.179	-3.15E-09	-2.47E-04	NoValue	NoValue	NoValue
400.294	NoValue	NoValue	NoValue	NoValue	-3.10E-04
400.323	NoValue	NoValue	NoValue	-2.98E-04	NoValue
400.371	NoValue	NoValue	-2.79E-04	NoValue	NoValue
400.882	NoValue	NoValue	NoValue	NoValue	-3.12E-04
401.058	NoValue	NoValue	NoValue	-2.99E-04	NoValue
401.35	NoValue	NoValue	-2.81E-04	NoValue	NoValue
401.471	NoValue	NoValue	NoValue	NoValue	-3.13E-04
401.652	NoValue	-2.50E-04	NoValue	NoValue	NoValue
401.793	NoValue	NoValue	NoValue	-3.01E-04	NoValue
402.059	NoValue	NoValue	NoValue	NoValue	-3.14E-04
402.329	NoValue	NoValue	-2.83E-04	NoValue	NoValue
402.528	NoValue	NoValue	NoValue	-3.02E-04	NoValue
402.647	NoValue	NoValue	NoValue	NoValue	-3.15E-04
403.125	3.54E-09	-2.52E-04	NoValue	NoValue	NoValue
403.235	NoValue	NoValue	NoValue	NoValue	-3.17E-04
403.263	NoValue	NoValue	NoValue	-3.04E-04	NoValue
403.309	NoValue	NoValue	-2.85E-04	NoValue	NoValue
