
                  X             E33_3D40N1F        E33_3D40N2F        E33_3D40N3F        E33_3D40N4F        E33_3D40N5F   
              310.294             -2.35292E-12      -97.9644E-06      -110.494E-06       -117.946E-06       -122.9E-06    
              310.312             -3.86942E-12      -97.995E-06       -110.528E-06       -117.983E-06       -122.938E-06  
              310.657            -32.3074E-12       -98.5673E-06      -111.174E-06       -118.672E-06       -123.656E-06  
              310.882            -50.9084E-12       -98.9416E-06      -111.596E-06       -119.122E-06       -124.125E-06  
              311.261            -82.1753E-12       -99.5708E-06      -112.305E-06       -119.88E-06        -124.914E-06  
              311.392            -92.9747E-12       -99.7882E-06      -112.551E-06       -120.141E-06       -125.187E-06  
              311.471            -99.4638E-12       -99.9188E-06      -112.698E-06       -120.298E-06       -125.351E-06  
              311.786           -125.476E-12       -100.442E-06       -113.288E-06       -120.929E-06       -126.007E-06  
              312.059           -101.348E-12       -100.896E-06       -113.8E-06         -121.475E-06       -126.576E-06  
              312.127            -95.3313E-12      -101.009E-06       -113.927E-06       -121.611E-06       -126.718E-06  
              312.24             -85.3136E-12      -101.198E-06       -114.14E-06        -121.838E-06       -126.955E-06  
              312.647            -49.3864E-12      -101.873E-06       -114.902E-06       -122.651E-06       -127.802E-06  
              312.862            -30.4078E-12      -102.23E-06        -115.304E-06       -123.081E-06       -128.25E-06   
              313.22               1.18727E-12     -102.824E-06       -115.974E-06       -123.796E-06       -128.995E-06  
              313.235              2.57562E-12     -102.85E-06        -116.004E-06       -123.827E-06       -129.028E-06  
              313.259              4.66488E-12     -102.89E-06        -116.048E-06       -123.875E-06       -129.077E-06  
              313.597             34.5184E-12      -103.451E-06       -116.681E-06       -124.55E-06        -129.781E-06  
              313.824             54.5376E-12      -103.827E-06       -117.106E-06       -125.004E-06       -130.253E-06  
              314.199             87.6908E-12      -104.451E-06       -117.809E-06       -125.754E-06       -131.035E-06  
              314.332             99.4419E-12      -104.672E-06       -118.058E-06       -126.02E-06        -131.312E-06  
              314.412            106.502E-12       -104.805E-06       -118.208E-06       -126.18E-06        -131.479E-06  
              314.732            134.803E-12       -105.337E-06       -118.808E-06       -126.82E-06        -132.147E-06  
              315.               109.28E-12        -105.782E-06       -119.31E-06        -127.356E-06       -132.705E-06  
              315.067            102.914E-12       -105.893E-06       -119.435E-06       -127.49E-06        -132.844E-06  
              315.178             92.3146E-12      -106.078E-06       -119.643E-06       -127.712E-06       -133.076E-06  
              315.588             53.2285E-12      -106.759E-06       -120.412E-06       -128.532E-06       -133.93E-06   
              315.802             32.8785E-12      -107.114E-06       -120.812E-06       -128.959E-06       -134.375E-06  
              316.157           -993.65E-15        -107.704E-06       -121.478E-06       -129.67E-06        -135.116E-06  
              316.176             -2.82568E-12     -107.736E-06       -121.514E-06       -129.709E-06       -135.156E-06  
              316.205             -5.57662E-12     -107.784E-06       -121.568E-06       -129.766E-06       -135.216E-06  
              316.537            -37.1543E-12      -108.335E-06       -122.189E-06       -130.429E-06       -135.907E-06  
              316.765            -58.8769E-12      -108.713E-06       -122.616E-06       -130.885E-06       -136.382E-06  
              317.137            -94.3048E-12      -109.331E-06       -123.312E-06       -131.628E-06       -137.156E-06  
              317.272           -107.19E-12        -109.556E-06       -123.566E-06       -131.899E-06       -137.438E-06  
              317.353           -114.928E-12       -109.69E-06        -123.718E-06       -132.061E-06       -137.607E-06  
              317.679           -145.956E-12       -110.231E-06       -124.328E-06       -132.712E-06       -138.286E-06  
              317.941           -118.776E-12       -110.668E-06       -124.82E-06        -133.237E-06       -138.833E-06  
              318.007           -111.994E-12       -110.776E-06       -124.943E-06       -133.368E-06       -138.969E-06  
              318.116           -100.708E-12       -110.958E-06       -125.147E-06       -133.587E-06       -139.197E-06  
              318.529            -57.8884E-12      -111.645E-06       -125.922E-06       -134.414E-06       -140.059E-06  
              318.742            -35.9227E-12      -111.997E-06       -126.319E-06       -134.838E-06       -140.501E-06  
              319.095            648.8E-15         -112.584E-06       -126.981E-06       -135.545E-06       -141.237E-06  
              319.118              2.99573E-12     -112.622E-06       -127.024E-06       -135.59E-06        -141.284E-06  
              319.152              6.53032E-12     -112.679E-06       -127.088E-06       -135.658E-06       -141.355E-06  
              319.477             40.1516E-12      -113.218E-06       -127.696E-06       -136.308E-06       -142.032E-06  
              319.706             63.8798E-12      -113.599E-06       -128.126E-06       -136.766E-06       -142.51E-06   
              320.074            102.002E-12       -114.211E-06       -128.816E-06       -137.503E-06       -143.277E-06  
              320.212            116.223E-12       -114.439E-06       -129.073E-06       -137.777E-06       -143.563E-06  
              320.294            124.767E-12       -114.576E-06       -129.228E-06       -137.943E-06       -143.735E-06  
              320.625            159.014E-12       -115.126E-06       -129.848E-06       -138.604E-06       -144.425E-06  
              320.882            129.906E-12       -115.554E-06       -130.33E-06        -139.119E-06       -144.961E-06  
              320.947            122.647E-12       -115.66E-06        -130.45E-06        -139.247E-06       -145.095E-06  
              321.053            110.56E-12        -115.838E-06       -130.65E-06        -139.461E-06       -145.317E-06  
              321.471             63.3755E-12      -116.531E-06       -131.432E-06       -140.295E-06       -146.187E-06  
              321.682             39.5176E-12      -116.881E-06       -131.827E-06       -140.717E-06       -146.626E-06  
              322.033           -197.009E-15       -117.464E-06       -132.485E-06       -141.419E-06       -147.358E-06  
              322.059             -3.15853E-12     -117.508E-06       -132.534E-06       -141.471E-06       -147.412E-06  
              322.098             -7.61116E-12     -117.573E-06       -132.608E-06       -141.55E-06        -147.494E-06  
              322.416            -43.6084E-12      -118.102E-06       -133.204E-06       -142.187E-06       -148.158E-06  
              322.647            -69.6891E-12      -118.485E-06       -133.636E-06       -142.648E-06       -148.638E-06  
              323.012           -110.95E-12        -119.091E-06       -134.319E-06       -143.377E-06       -149.398E-06  
              323.151           -126.738E-12       -119.323E-06       -134.581E-06       -143.656E-06       -149.689E-06  
              323.235           -136.22E-12        -119.462E-06       -134.738E-06       -143.824E-06       -149.864E-06  
              323.571           -174.24E-12        -120.021E-06       -135.368E-06       -144.496E-06       -150.564E-06  
              323.824           -142.936E-12       -120.439E-06       -135.84E-06        -145.E-06          -151.089E-06  
              323.886           -135.125E-12       -120.544E-06       -135.958E-06       -145.126E-06       -151.22E-06   
              323.991           -122.126E-12       -120.718E-06       -136.154E-06       -145.335E-06       -151.438E-06  
              324.412            -69.8829E-12      -121.417E-06       -136.942E-06       -146.176E-06       -152.315E-06  
              324.621            -43.8545E-12      -121.765E-06       -137.335E-06       -146.596E-06       -152.752E-06  
              324.97            -517.822E-15       -122.344E-06       -137.988E-06       -147.293E-06       -153.479E-06  
              325.                 3.16587E-12     -122.394E-06       -138.044E-06       -147.353E-06       -153.541E-06  
              325.045              8.71039E-12     -122.468E-06       -138.128E-06       -147.442E-06       -153.634E-06  
              325.356             47.4196E-12      -122.986E-06       -138.712E-06       -148.065E-06       -154.283E-06  
              325.588             76.2147E-12      -123.371E-06       -139.146E-06       -148.529E-06       -154.766E-06  
              325.95             121.086E-12       -123.971E-06       -139.823E-06       -149.252E-06       -155.519E-06  
              326.091            138.69E-12        -124.207E-06       -140.088E-06       -149.535E-06       -155.814E-06  
              326.176            149.267E-12       -124.348E-06       -140.248E-06       -149.705E-06       -155.992E-06  
              326.518            191.66E-12        -124.915E-06       -140.887E-06       -150.388E-06       -156.703E-06  
              326.765            157.863E-12       -125.325E-06       -141.35E-06        -150.882E-06       -157.217E-06  
              326.826            149.431E-12       -125.428E-06       -141.465E-06       -151.005E-06       -157.346E-06  
              326.929            135.401E-12       -125.598E-06       -141.657E-06       -151.21E-06        -157.559E-06  
              327.353             77.3278E-12      -126.302E-06       -142.452E-06       -152.058E-06       -158.443E-06  
              327.561             48.8074E-12      -126.648E-06       -142.842E-06       -152.474E-06       -158.877E-06  
              327.908              1.33039E-12     -127.225E-06       -143.492E-06       -153.168E-06       -159.6E-06    
              327.941             -3.20714E-12     -127.28E-06        -143.554E-06       -153.234E-06       -159.669E-06  
              327.991            -10.0385E-12      -127.362E-06       -143.647E-06       -153.334E-06       -159.773E-06  
              328.296            -51.8164E-12      -127.869E-06       -144.219E-06       -153.944E-06       -160.408E-06  
              328.529            -83.7463E-12      -128.257E-06       -144.656E-06       -154.41E-06        -160.894E-06  
              328.887           -132.736E-12       -128.851E-06       -145.326E-06       -155.126E-06       -161.64E-06   
              329.031           -152.444E-12       -129.09E-06        -145.596E-06       -155.414E-06       -161.94E-06   
              329.118           -164.281E-12       -129.234E-06       -145.758E-06       -155.587E-06       -162.12E-06   
              329.464           -211.742E-12       -129.81E-06        -146.407E-06       -156.28E-06        -162.842E-06  
              329.706           -175.155E-12       -130.211E-06       -146.86E-06        -156.763E-06       -163.346E-06  
              329.766           -166.027E-12       -130.311E-06       -146.973E-06       -156.883E-06       -163.471E-06  
              329.866           -150.835E-12       -130.478E-06       -147.161E-06       -157.084E-06       -163.68E-06   
              330.294            -86.0653E-12      -131.188E-06       -147.962E-06       -157.939E-06       -164.571E-06  
              330.501            -54.7202E-12      -131.532E-06       -148.35E-06        -158.353E-06       -165.003E-06  
              330.846             -2.53071E-12     -132.105E-06       -148.995E-06       -159.042E-06       -165.721E-06  
              330.882              3.02008E-12     -132.165E-06       -149.064E-06       -159.115E-06       -165.797E-06  
              330.938             11.3717E-12      -132.257E-06       -149.167E-06       -159.226E-06       -165.912E-06  
              331.236             56.5914E-12      -132.753E-06       -149.727E-06       -159.823E-06       -166.534E-06  
              331.471             92.1054E-12      -133.143E-06       -150.166E-06       -160.292E-06       -167.023E-06  
              331.825            145.769E-12       -133.731E-06       -150.83E-06        -161.E-06          -167.761E-06  
              331.971            167.898E-12       -133.974E-06       -151.104E-06       -161.292E-06       -168.065E-06  
              332.059            181.195E-12       -134.12E-06        -151.268E-06       -161.468E-06       -168.248E-06  
              332.411            234.485E-12       -134.704E-06       -151.927E-06       -162.172E-06       -168.981E-06  
              332.647            194.779E-12       -135.097E-06       -152.37E-06        -162.644E-06       -169.474E-06  
              332.706            184.874E-12       -135.195E-06       -152.48E-06        -162.762E-06       -169.597E-06  
              332.804            168.387E-12       -135.358E-06       -152.664E-06       -162.958E-06       -169.801E-06  
              333.235             95.962E-12       -136.074E-06       -153.472E-06       -163.821E-06       -170.7E-06    
              333.441             61.4082E-12      -136.416E-06       -153.857E-06       -164.232E-06       -171.128E-06  
              333.783              3.88685E-12     -136.985E-06       -154.499E-06       -164.917E-06       -171.842E-06  
              333.824             -2.85472E-12     -137.051E-06       -154.574E-06       -164.997E-06       -171.925E-06  
              333.884            -13.0055E-12      -137.152E-06       -154.687E-06       -165.118E-06       -172.051E-06  
              334.176            -62.0576E-12      -137.637E-06       -155.234E-06       -165.701E-06       -172.659E-06  
              334.412           -101.677E-12       -138.029E-06       -155.676E-06       -166.173E-06       -173.151E-06  
              334.763           -160.613E-12       -138.611E-06       -156.333E-06       -166.875E-06       -173.882E-06  
              334.911           -185.529E-12       -138.858E-06       -156.611E-06       -167.171E-06       -174.191E-06  
              335.              -200.493E-12       -139.006E-06       -156.778E-06       -167.349E-06       -174.376E-06  
              335.357           -260.491E-12       -139.599E-06       -157.447E-06       -168.064E-06       -175.121E-06  
              335.588           -217.335E-12       -139.983E-06       -157.88E-06        -168.526E-06       -175.602E-06  
              335.646           -206.569E-12       -140.079E-06       -157.988E-06       -168.641E-06       -175.722E-06  
              335.742           -188.644E-12       -140.238E-06       -158.168E-06       -168.833E-06       -175.922E-06  
              336.176           -107.474E-12       -140.96E-06        -158.982E-06       -169.702E-06       -176.828E-06  
              336.381            -69.3049E-12      -141.3E-06         -159.365E-06       -170.111E-06       -177.254E-06  
              336.721             -5.76816E-12     -141.865E-06       -160.002E-06       -170.791E-06       -177.962E-06  
              336.765              2.38196E-12     -141.937E-06       -160.084E-06       -170.878E-06       -178.053E-06  
              336.83              14.6413E-12      -142.046E-06       -160.207E-06       -171.009E-06       -178.19E-06   
              337.116             67.9534E-12      -142.52E-06        -160.742E-06       -171.58E-06        -178.785E-06  
              337.353            112.238E-12       -142.914E-06       -161.186E-06       -172.054E-06       -179.279E-06  
              337.7              177.108E-12       -143.491E-06       -161.837E-06       -172.749E-06       -180.003E-06  
              337.851            205.212E-12       -143.741E-06       -162.119E-06       -173.05E-06        -180.316E-06  
              337.941            222.093E-12       -143.892E-06       -162.288E-06       -173.231E-06       -180.505E-06  
              338.304            289.774E-12       -144.494E-06       -162.967E-06       -173.955E-06       -181.26E-06   
              338.529            242.798E-12       -144.869E-06       -163.39E-06        -174.407E-06       -181.73E-06   
              338.586            231.081E-12       -144.962E-06       -163.496E-06       -174.52E-06        -181.848E-06  
              338.68             211.576E-12       -145.118E-06       -163.671E-06       -174.707E-06       -182.043E-06  
              339.118            120.456E-12       -145.846E-06       -164.492E-06       -175.583E-06       -182.956E-06  
              339.321             78.2212E-12      -146.183E-06       -164.872E-06       -175.989E-06       -183.379E-06  
              339.659              7.91323E-12     -146.745E-06       -165.506E-06       -176.665E-06       -184.083E-06  
              339.706             -1.88685E-12     -146.823E-06       -165.594E-06       -176.759E-06       -184.182E-06  
              339.777            -16.6377E-12      -146.941E-06       -165.727E-06       -176.901E-06       -184.329E-06  
              340.056            -74.6385E-12      -147.404E-06       -166.249E-06       -177.459E-06       -184.91E-06   
              340.294           -124.236E-12       -147.8E-06         -166.696E-06       -177.936E-06       -185.407E-06  
              340.638           -195.75E-12        -148.371E-06       -167.34E-06        -178.623E-06       -186.124E-06  
              340.791           -227.505E-12       -148.625E-06       -167.626E-06       -178.929E-06       -186.442E-06  
              340.882           -246.578E-12       -148.777E-06       -167.798E-06       -179.112E-06       -186.633E-06  
              341.25            -323.043E-12       -149.388E-06       -168.487E-06       -179.847E-06       -187.399E-06  
              341.471           -271.868E-12       -149.755E-06       -168.9E-06         -180.288E-06       -187.858E-06  
              341.526           -259.103E-12       -149.846E-06       -169.003E-06       -180.398E-06       -187.973E-06  
              341.617           -237.848E-12       -149.998E-06       -169.175E-06       -180.582E-06       -188.164E-06  
              342.059           -135.393E-12       -150.732E-06       -170.002E-06       -181.465E-06       -189.084E-06  
              342.261            -88.5869E-12      -151.067E-06       -170.38E-06        -181.868E-06       -189.505E-06  
              342.596            -10.6709E-12      -151.625E-06       -171.009E-06       -182.54E-06        -190.204E-06  
              342.647              1.07486E-12     -151.709E-06       -171.104E-06       -182.641E-06       -190.31E-06   
              342.723             18.7396E-12      -151.835E-06       -171.247E-06       -182.793E-06       -190.468E-06  
              342.996             81.9219E-12      -152.288E-06       -171.757E-06       -183.338E-06       -191.036E-06  
              343.235            137.543E-12       -152.686E-06       -172.206E-06       -183.817E-06       -191.535E-06  
              343.576            216.507E-12       -153.251E-06       -172.844E-06       -184.498E-06       -192.245E-06  
              343.73             252.431E-12       -153.509E-06       -173.134E-06       -184.807E-06       -192.567E-06  
              343.824            274.011E-12       -153.663E-06       -173.308E-06       -184.993E-06       -192.761E-06  
              344.196            360.529E-12       -154.283E-06       -174.007E-06       -185.739E-06       -193.538E-06  
              344.412            304.746E-12       -154.64E-06        -174.41E-06        -186.17E-06        -193.987E-06  
              344.465            290.832E-12       -154.73E-06        -174.511E-06       -186.277E-06       -194.099E-06  
              344.555            267.668E-12       -154.878E-06       -174.678E-06       -186.456E-06       -194.285E-06  
              345.               152.362E-12       -155.618E-06       -175.512E-06       -187.346E-06       -195.212E-06  
              345.2              100.436E-12       -155.951E-06       -175.888E-06       -187.747E-06       -195.63E-06   
              345.534             13.9944E-12      -156.505E-06       -176.513E-06       -188.414E-06       -196.325E-06  
              345.588            -22.6208E-15      -156.595E-06       -176.614E-06       -188.522E-06       -196.438E-06  
              345.67             -21.1153E-12      -156.73E-06        -176.767E-06       -188.685E-06       -196.608E-06  
              345.935            -89.9668E-12      -157.171E-06       -177.264E-06       -189.216E-06       -197.161E-06  
              346.176           -152.415E-12       -157.572E-06       -177.716E-06       -189.699E-06       -197.664E-06  
              346.513           -239.687E-12       -158.132E-06       -178.347E-06       -190.372E-06       -198.366E-06  
              346.67            -280.362E-12       -158.392E-06       -178.641E-06       -190.686E-06       -198.693E-06  
              346.765           -304.799E-12       -158.549E-06       -178.818E-06       -190.875E-06       -198.889E-06  
              347.143           -402.759E-12       -159.177E-06       -179.526E-06       -191.631E-06       -199.677E-06  
              347.353           -341.927E-12       -159.526E-06       -179.92E-06        -192.051E-06       -200.115E-06  
              347.405           -326.754E-12       -159.613E-06       -180.018E-06       -192.156E-06       -200.224E-06  
              347.493           -301.489E-12       -159.758E-06       -180.182E-06       -192.33E-06        -200.406E-06  
              347.941           -171.597E-12       -160.503E-06       -181.022E-06       -193.227E-06       -201.34E-06   
              348.14            -113.928E-12       -160.834E-06       -181.395E-06       -193.626E-06       -201.755E-06  
              348.472            -17.9418E-12      -161.385E-06       -182.016E-06       -194.288E-06       -202.446E-06  
              348.529             -1.25785E-12     -161.481E-06       -182.124E-06       -194.404E-06       -202.566E-06  
              348.616             23.8299E-12      -161.625E-06       -182.286E-06       -194.577E-06       -202.747E-06  
              348.875             98.8899E-12      -162.055E-06       -182.772E-06       -195.095E-06       -203.287E-06  
              349.118            169.072E-12       -162.458E-06       -183.226E-06       -195.58E-06        -203.792E-06  
              349.451            265.615E-12       -163.012E-06       -183.851E-06       -196.247E-06       -204.486E-06  
              349.61             311.716E-12       -163.276E-06       -184.149E-06       -196.565E-06       -204.818E-06  
              349.706            339.402E-12       -163.435E-06       -184.328E-06       -196.756E-06       -205.017E-06  
              350.089            450.428E-12       -164.072E-06       -185.046E-06       -197.523E-06       -205.816E-06  
              350.294            384.08E-12        -164.412E-06       -185.43E-06        -197.932E-06       -206.243E-06  
              350.345            367.533E-12       -164.497E-06       -185.526E-06       -198.035E-06       -206.35E-06   
              350.43             339.983E-12       -164.638E-06       -185.685E-06       -198.205E-06       -206.527E-06  
              350.882            193.547E-12       -165.389E-06       -186.532E-06       -199.109E-06       -207.469E-06  
              351.08             129.473E-12       -165.718E-06       -186.903E-06       -199.504E-06       -207.881E-06  
              351.409             22.8043E-12      -166.265E-06       -187.52E-06        -200.163E-06       -208.567E-06  
              351.471              3.01459E-12     -166.366E-06       -187.634E-06       -200.285E-06       -208.694E-06  
              351.562            -26.7589E-12      -166.519E-06       -187.806E-06       -200.469E-06       -208.886E-06  
              351.815           -108.597E-12       -166.939E-06       -188.28E-06        -200.974E-06       -209.412E-06  
              352.059           -187.528E-12       -167.344E-06       -188.736E-06       -201.461E-06       -209.92E-06   
              352.389           -294.385E-12       -167.892E-06       -189.354E-06       -202.121E-06       -210.607E-06  
              352.55            -346.656E-12       -168.16E-06        -189.656E-06       -202.444E-06       -210.944E-06  
              352.647           -378.061E-12       -168.321E-06       -189.838E-06       -202.638E-06       -211.146E-06  
              353.036           -503.946E-12       -168.967E-06       -190.566E-06       -203.415E-06       -211.955E-06  
              353.235           -431.585E-12       -169.298E-06       -190.94E-06        -203.814E-06       -212.371E-06  
              353.285           -413.539E-12       -169.381E-06       -191.033E-06       -203.913E-06       -212.475E-06  
              353.368           -383.488E-12       -169.518E-06       -191.189E-06       -204.079E-06       -212.648E-06  
              353.824           -218.318E-12       -170.275E-06       -192.042E-06       -204.99E-06        -213.597E-06  
              354.02            -147.063E-12       -170.602E-06       -192.41E-06        -205.383E-06       -214.006E-06  
              354.347            -28.4638E-12      -171.145E-06       -193.023E-06       -206.037E-06       -214.688E-06  
              354.412             -5.04047E-12     -171.252E-06       -193.144E-06       -206.166E-06       -214.823E-06  
              354.509             30.1886E-12      -171.414E-06       -193.326E-06       -206.361E-06       -215.025E-06  
              354.755            119.401E-12       -171.822E-06       -193.787E-06       -206.853E-06       -215.538E-06  
              355.               208.226E-12       -172.229E-06       -194.246E-06       -207.343E-06       -216.048E-06  
              355.326            326.571E-12       -172.772E-06       -194.858E-06       -207.995E-06       -216.728E-06  
              355.49             385.876E-12       -173.044E-06       -195.164E-06       -208.322E-06       -217.069E-06  
              355.588            421.493E-12       -173.207E-06       -195.348E-06       -208.519E-06       -217.274E-06  
              355.982            564.312E-12       -173.861E-06       -196.086E-06       -209.307E-06       -218.095E-06  
              356.176            485.407E-12       -174.184E-06       -196.45E-06        -209.695E-06       -218.499E-06  
              356.225            465.73E-12        -174.264E-06       -196.541E-06       -209.792E-06       -218.6E-06    
              356.306            432.968E-12       -174.398E-06       -196.692E-06       -209.953E-06       -218.769E-06  
              356.765            246.571E-12       -175.161E-06       -197.552E-06       -210.871E-06       -219.725E-06  
              356.96             167.319E-12       -175.485E-06       -197.918E-06       -211.262E-06       -220.132E-06  
              357.285             35.3674E-12      -176.025E-06       -198.527E-06       -211.912E-06       -220.809E-06  
              357.353              7.73565E-12     -176.138E-06       -198.654E-06       -212.048E-06       -220.951E-06  
              357.455            -33.8484E-12      -176.308E-06       -198.846E-06       -212.252E-06       -221.164E-06  
              357.695           -131.105E-12       -176.706E-06       -199.295E-06       -212.731E-06       -221.663E-06  
              357.941           -231.1E-12         -177.115E-06       -199.756E-06       -213.224E-06       -222.176E-06  
              358.264           -362.221E-12       -177.652E-06       -200.361E-06       -213.87E-06        -222.849E-06  
              358.43            -429.516E-12       -177.927E-06       -200.672E-06       -214.201E-06       -223.195E-06  
              358.529           -469.948E-12       -178.093E-06       -200.858E-06       -214.4E-06         -223.402E-06  
              358.929           -632.009E-12       -178.756E-06       -201.606E-06       -215.198E-06       -224.234E-06  
              359.118           -545.999E-12       -179.07E-06        -201.96E-06        -215.576E-06       -224.628E-06  
              359.165           -524.539E-12       -179.148E-06       -202.048E-06       -215.671E-06       -224.726E-06  
              359.243           -488.836E-12       -179.279E-06       -202.196E-06       -215.828E-06       -224.89E-06   
              359.706           -278.434E-12       -180.047E-06       -203.062E-06       -216.753E-06       -225.853E-06  
              359.9             -190.232E-12       -180.369E-06       -203.425E-06       -217.141E-06       -226.257E-06  
              360.223            -43.4073E-12      -180.905E-06       -204.03E-06        -217.786E-06       -226.93E-06   
              360.294            -10.8553E-12      -181.024E-06       -204.164E-06       -217.929E-06       -227.079E-06  
              360.402             38.1184E-12      -181.203E-06       -204.366E-06       -218.144E-06       -227.303E-06  
              360.635            144.076E-12       -181.59E-06        -204.802E-06       -218.61E-06        -227.789E-06  
              360.882            256.71E-12        -182.001E-06       -205.266E-06       -219.105E-06       -228.305E-06  
              361.202            402.007E-12       -182.532E-06       -205.865E-06       -219.744E-06       -228.97E-06   
              361.37             478.397E-12       -182.811E-06       -206.179E-06       -220.08E-06        -229.32E-06   
              361.471            524.275E-12       -182.978E-06       -206.368E-06       -220.282E-06       -229.53E-06   
              361.875            708.232E-12       -183.65E-06        -207.126E-06       -221.09E-06        -230.373E-06  
              362.059            614.505E-12       -183.956E-06       -207.47E-06        -221.458E-06       -230.756E-06  
              362.105            591.136E-12       -184.032E-06       -207.556E-06       -221.55E-06        -230.851E-06  
              362.181            552.223E-12       -184.159E-06       -207.699E-06       -221.702E-06       -231.01E-06   
              362.647            314.609E-12       -184.933E-06       -208.572E-06       -222.634E-06       -231.982E-06  
              362.84             216.432E-12       -185.253E-06       -208.933E-06       -223.019E-06       -232.383E-06  
              363.16              52.9711E-12      -185.785E-06       -209.533E-06       -223.66E-06        -233.051E-06  
              363.235             14.7119E-12      -185.91E-06        -209.674E-06       -223.81E-06        -233.207E-06  
              363.348            -42.8558E-12      -186.097E-06       -209.886E-06       -224.036E-06       -233.442E-06  
              363.575           -158.287E-12       -186.473E-06       -210.31E-06        -224.489E-06       -233.914E-06  
              363.824           -285.185E-12       -186.887E-06       -210.776E-06       -224.987E-06       -234.433E-06  
              364.139           -446.266E-12       -187.412E-06       -211.368E-06       -225.618E-06       -235.091E-06  
              364.31            -532.991E-12       -187.695E-06       -211.687E-06       -225.959E-06       -235.445E-06  
              364.412           -585.097E-12       -187.864E-06       -211.878E-06       -226.163E-06       -235.658E-06  
              364.821           -793.959E-12       -188.545E-06       -212.646E-06       -226.982E-06       -236.512E-06  
              365.              -691.909E-12       -188.842E-06       -212.98E-06        -227.339E-06       -236.884E-06  
              365.045           -666.444E-12       -188.916E-06       -213.064E-06       -227.428E-06       -236.977E-06  
              365.119           -624.078E-12       -189.039E-06       -213.202E-06       -227.576E-06       -237.131E-06  
              365.588           -355.723E-12       -189.819E-06       -214.082E-06       -228.515E-06       -238.11E-06   
              365.78            -246.399E-12       -190.136E-06       -214.44E-06        -228.898E-06       -238.508E-06  
              366.098            -64.4139E-12      -190.665E-06       -215.037E-06       -229.535E-06       -239.172E-06  
              366.176            -19.5193E-12      -190.796E-06       -215.184E-06       -229.692E-06       -239.335E-06  
              366.295             48.0144E-12      -190.992E-06       -215.405E-06       -229.928E-06       -239.582E-06  
              366.514            173.646E-12       -191.357E-06       -215.817E-06       -230.368E-06       -240.04E-06   
              366.765            316.667E-12       -191.773E-06       -216.286E-06       -230.868E-06       -240.561E-06  
              367.077            495.233E-12       -192.292E-06       -216.871E-06       -231.493E-06       -241.212E-06  
              367.249            593.708E-12       -192.578E-06       -217.194E-06       -231.837E-06       -241.571E-06  
              367.353            652.853E-12       -192.75E-06        -217.388E-06       -232.044E-06       -241.787E-06  
              367.768            889.988E-12       -193.44E-06        -218.165E-06       -232.874E-06       -242.651E-06  
              367.941            778.923E-12       -193.727E-06       -218.49E-06        -233.221E-06       -243.012E-06  
              367.984            751.21E-12        -193.799E-06       -218.571E-06       -233.307E-06       -243.102E-06  
              368.056            705.094E-12       -193.919E-06       -218.706E-06       -233.451E-06       -243.252E-06  
              368.529            401.939E-12       -194.704E-06       -219.592E-06       -234.397E-06       -244.238E-06  
              368.719            280.196E-12       -195.02E-06        -219.948E-06       -234.777E-06       -244.634E-06  
              369.036             77.5444E-12      -195.545E-06       -220.54E-06        -235.409E-06       -245.293E-06  
              369.118             24.9748E-12      -195.681E-06       -220.694E-06       -235.573E-06       -245.464E-06  
              369.241            -54.1144E-12      -195.886E-06       -220.925E-06       -235.82E-06        -245.721E-06  
              369.454           -190.799E-12       -196.241E-06       -221.325E-06       -236.246E-06       -246.165E-06  
              369.706           -351.989E-12       -196.659E-06       -221.796E-06       -236.749E-06       -246.689E-06  
              370.015           -549.986E-12       -197.172E-06       -222.375E-06       -237.367E-06       -247.333E-06  
              370.189           -661.794E-12       -197.462E-06       -222.702E-06       -237.716E-06       -247.696E-06  
              370.294           -728.973E-12       -197.636E-06       -222.898E-06       -237.926E-06       -247.915E-06  
              370.714           -998.236E-12       -198.334E-06       -223.685E-06       -238.766E-06       -248.79E-06   
              370.882           -877.446E-12       -198.613E-06       -224.E-06          -239.102E-06       -249.14E-06   
              370.924           -847.309E-12       -198.683E-06       -224.079E-06       -239.186E-06       -249.228E-06  
              370.994           -797.147E-12       -198.799E-06       -224.209E-06       -239.325E-06       -249.373E-06  
              371.471           -454.671E-12       -199.59E-06        -225.102E-06       -240.278E-06       -250.366E-06  
              371.659           -319.076E-12       -199.904E-06       -225.456E-06       -240.655E-06       -250.759E-06  
              371.973            -93.3549E-12      -200.425E-06       -226.044E-06       -241.283E-06       -251.413E-06  
              372.059            -31.8743E-12      -200.567E-06       -226.204E-06       -241.454E-06       -251.592E-06  
              372.188             60.5989E-12      -200.781E-06       -226.445E-06       -241.712E-06       -251.86E-06   
              372.394            209.157E-12       -201.124E-06       -226.832E-06       -242.125E-06       -252.29E-06   
              372.647            390.901E-12       -201.545E-06       -227.306E-06       -242.631E-06       -252.817E-06  
              372.953            610.437E-12       -202.052E-06       -227.878E-06       -243.241E-06       -253.454E-06  
              373.129            737.412E-12       -202.346E-06       -228.209E-06       -243.595E-06       -253.822E-06  
              373.235            813.676E-12       -202.522E-06       -228.408E-06       -243.807E-06       -254.043E-06  
              373.661              1.11943E-09     -203.229E-06       -229.205E-06       -244.658E-06       -254.929E-06  
              373.824            988.176E-12       -203.499E-06       -229.51E-06        -244.983E-06       -255.269E-06  
              373.864            955.429E-12       -203.567E-06       -229.586E-06       -245.064E-06       -255.353E-06  
