
                  X             E33_3D40N1F        E33_3D40N2F        E33_3D40N3F        E33_3D40N4F        E33_3D40N5F   
               87.0652            -1.28387E-09      124.595E-06        140.507E-06        149.973E-06        156.265E-06  
               87.3098            -1.79313E-09      124.947E-06        140.901E-06        150.393E-06        156.703E-06  
               87.4565            -2.09867E-09      125.158E-06        141.137E-06        150.645E-06        156.966E-06  
               88.0435            -3.32089E-09      126.001E-06        142.08E-06         151.654E-06        158.017E-06  
               88.6304            -1.88041E-09      126.832E-06        143.026E-06        152.662E-06        159.068E-06  
               88.7772            -1.52027E-09      127.04E-06         143.263E-06        152.914E-06        159.33E-06   
               89.0217          -920.076E-12        127.386E-06        143.657E-06        153.334E-06        159.768E-06  
               89.2174          -439.903E-12        127.663E-06        143.971E-06        153.67E-06         160.118E-06  
               89.5109           280.348E-12        128.079E-06        144.443E-06        154.175E-06        160.643E-06  
               89.8043             1.00058E-09      128.501E-06        144.914E-06        154.678E-06        161.168E-06  
               90.                 1.48075E-09      128.782E-06        145.228E-06        155.014E-06        161.518E-06  
               90.2446             2.08097E-09      129.134E-06        145.622E-06        155.434E-06        161.956E-06  
               90.3913             2.44108E-09      129.345E-06        145.858E-06        155.686E-06        162.218E-06  
               90.9783             3.88158E-09      130.188E-06        146.804E-06        156.693E-06        163.268E-06  
               91.5652             2.20106E-09      131.017E-06        147.745E-06        157.699E-06        164.317E-06  
               91.712              1.78092E-09      131.224E-06        147.98E-06         157.951E-06        164.579E-06  
               91.9565             1.08071E-09      131.569E-06        148.372E-06        158.371E-06        165.016E-06  
               92.1522           520.519E-12        131.845E-06        148.687E-06        158.706E-06        165.365E-06  
               92.4457          -319.752E-12        132.259E-06        149.16E-06         159.21E-06         165.889E-06  
               92.7391            -1.16E-09         132.681E-06        149.632E-06        159.712E-06        166.413E-06  
               92.9348            -1.72019E-09      132.962E-06        149.947E-06        160.047E-06        166.763E-06  
               93.1793            -2.4204E-09       133.313E-06        150.338E-06        160.466E-06        167.199E-06  
               93.3261            -2.84055E-09      133.524E-06        150.573E-06        160.717E-06        167.461E-06  
               93.913             -4.52107E-09      134.368E-06        151.512E-06        161.723E-06        168.508E-06  
               94.5               -2.5882E-09       135.192E-06        152.455E-06        162.726E-06        169.555E-06  
               94.6467            -2.10499E-09      135.398E-06        152.691E-06        162.977E-06        169.816E-06  
               94.8913            -1.29963E-09      135.741E-06        153.085E-06        163.396E-06        170.252E-06  
               95.087           -655.326E-12        136.016E-06        153.397E-06        163.731E-06        170.601E-06  
               95.3804           311.084E-12        136.427E-06        153.865E-06        164.233E-06        171.123E-06  
               95.6739             1.27752E-09      136.849E-06        154.333E-06        164.733E-06        171.646E-06  
               95.8696             1.92182E-09      137.13E-06         154.645E-06        165.067E-06        171.994E-06  
               96.1141             2.72716E-09      137.481E-06        155.038E-06        165.485E-06        172.429E-06  
               96.2609             3.21039E-09      137.692E-06        155.273E-06        165.735E-06        172.69E-06   
               96.8478             5.14324E-09      138.535E-06        156.215E-06        166.738E-06        173.734E-06  
               97.4348             2.92201E-09      139.353E-06        157.148E-06        167.737E-06        174.776E-06  
               97.5815             2.36672E-09      139.557E-06        157.381E-06        167.987E-06        175.037E-06  
               97.8261             1.4412E-09       139.898E-06        157.77E-06         168.404E-06        175.471E-06  
               98.0217           700.812E-12        140.171E-06        158.083E-06        168.737E-06        175.818E-06  
               98.3152          -409.801E-12        140.58E-06         158.553E-06        169.238E-06        176.338E-06  
               98.6087            -1.52041E-09      141.E-06           159.023E-06        169.736E-06        176.858E-06  
               98.8043            -2.2608E-09       141.281E-06        159.337E-06        170.068E-06        177.205E-06  
               99.0489            -3.18632E-09      141.632E-06        159.723E-06        170.483E-06        177.638E-06  
               99.1957            -3.74164E-09      141.842E-06        159.956E-06        170.732E-06        177.898E-06  
               99.7826            -5.96284E-09      142.683E-06        160.884E-06        171.73E-06         178.936E-06  
              100.37              -3.44073E-09      143.493E-06        161.821E-06        172.723E-06        179.973E-06  
              100.516             -2.81023E-09      143.695E-06        162.055E-06        172.971E-06        180.231E-06  
              100.761             -1.75934E-09      144.032E-06        162.446E-06        173.385E-06        180.662E-06  
              100.957           -918.665E-12        144.302E-06        162.753E-06        173.717E-06        181.007E-06  
              101.25             342.386E-12        144.707E-06        163.214E-06        174.214E-06        181.524E-06  
              101.543              1.60344E-09      145.126E-06        163.675E-06        174.708E-06        182.041E-06  
              101.739              2.44412E-09      145.405E-06        163.983E-06        175.037E-06        182.384E-06  
              101.984              3.495E-09        145.754E-06        164.371E-06        175.449E-06        182.814E-06  
              102.13               4.12551E-09      145.963E-06        164.605E-06        175.697E-06        183.071E-06  
              102.717              6.64761E-09      146.801E-06        165.538E-06        176.687E-06        184.101E-06  
              103.304              3.79262E-09      147.599E-06        166.452E-06        177.669E-06        185.127E-06  
              103.451              3.07884E-09      147.798E-06        166.68E-06         177.915E-06        185.384E-06  
              103.696              1.88924E-09      148.13E-06         167.061E-06        178.325E-06        185.811E-06  
              103.891            937.584E-12        148.396E-06        167.37E-06         178.654E-06        186.153E-06  
              104.185           -489.932E-12        148.794E-06        167.834E-06        179.146E-06        186.663E-06  
              104.478             -1.91745E-09      149.21E-06         168.298E-06        179.634E-06        187.173E-06  
              104.674             -2.8691E-09       149.487E-06        168.607E-06        179.959E-06        187.513E-06  
              104.918             -4.0587E-09       149.834E-06        168.983E-06        180.365E-06        187.938E-06  
              105.065             -4.77244E-09      150.041E-06        169.209E-06        180.609E-06        188.193E-06  
              105.652             -7.62747E-09      150.873E-06        170.113E-06        181.589E-06        189.207E-06  
              106.239             -4.35694E-09      151.652E-06        171.032E-06        182.554E-06        190.221E-06  
              106.386             -3.53928E-09      151.847E-06        171.262E-06        182.796E-06        190.473E-06  
              106.63              -2.17657E-09      152.172E-06        171.645E-06        183.2E-06          190.892E-06  
              106.826             -1.08637E-09      152.431E-06        171.942E-06        183.524E-06        191.227E-06  
